rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/value_loss,train/explained_variance,train/is_line_search_success,train/n_updates,train/kl_divergence_loss,train/policy_objective,train/learning_rate,train/std
604.9566,24.0,54,6012,325632,159,149.09410481452943,0.9932388877496123,1.0,158,0.007683603558689356,0.048975858837366104,0.001,0.9379743933677673
604.7089500000001,24.0,54,6050,327680,160,154.2914391040802,0.9936299431137741,1.0,159,0.007612403016537428,0.09847132861614227,0.001,0.9392186999320984
604.9882299999999,24.0,54,6088,329728,161,152.15158653259277,0.9931947514414787,1.0,160,0.007741525769233704,0.05780687555670738,0.001,0.9384973049163818
605.71885,24.0,54,6124,331776,162,142.1358542919159,0.9935434316284955,1.0,161,0.009006575681269169,0.07470621913671494,0.001,0.9396072626113892
605.24521,24.0,54,6161,333824,163,143.90792350769044,0.9930371325463057,1.0,162,0.009288350120186806,0.06872465461492538,0.001,0.9427451491355896
604.9230900000001,24.0,54,6199,335872,164,150.4334213733673,0.9932838245294988,1.0,163,0.008815665729343891,0.06569040566682816,0.001,0.9415416717529297
605.27166,24.0,54,6236,337920,165,146.82783889770508,0.9936034739948809,1.0,164,0.007936466485261917,0.06584040075540543,0.001,0.9380781650543213
605.4262200000001,24.0,54,6274,339968,166,143.884756565094,0.9937519324012101,1.0,165,0.008901078253984451,0.04727249592542648,0.001,0.9388477206230164
605.3282200000001,24.0,54,6311,342016,167,154.66172943115234,0.9935974813997746,1.0,166,0.007938719354569912,0.07963351160287857,0.001,0.9407354593276978
605.0508,24.0,54,6348,344064,168,148.21435828208922,0.9932729224674404,1.0,167,0.007713547442108393,0.06125812977552414,0.001,0.939767599105835
605.23718,24.0,54,6386,346112,169,151.951434135437,0.9932784819975495,1.0,168,0.008538328111171722,0.05588516592979431,0.001,0.9397030472755432
604.81632,24.0,54,6424,348160,170,150.0722375392914,0.9933013543486595,1.0,169,0.008725318126380444,0.0711631178855896,0.001,0.9360408782958984
604.9381800000001,24.0,54,6463,350208,171,144.46818556785584,0.9930542833171785,1.0,170,0.008314654231071472,0.06021251901984215,0.001,0.9348554015159607
604.94619,24.0,54,6501,352256,172,147.30119328498841,0.9935089848004282,1.0,171,0.007648973260074854,0.07463133335113525,0.001,0.9330098628997803
604.7683300000001,24.0,54,6540,354304,173,143.1001205444336,0.9930907976813614,1.0,172,0.008302907459437847,0.0673944279551506,0.001,0.9356535077095032
604.9066499999999,24.0,54,6578,356352,174,143.84593772888184,0.9934877846390009,1.0,173,0.00795507151633501,0.05348069593310356,0.001,0.9305639863014221
604.69058,24.0,54,6616,358400,175,146.63212070465087,0.9937385260127485,1.0,174,0.008832339197397232,0.08974356949329376,0.001,0.930983304977417
604.6406,24.0,54,6654,360448,176,144.76090259552,0.9936325741000473,1.0,175,0.00795059371739626,0.06826648116111755,0.001,0.9293422698974609
604.48929,24.0,54,6691,362496,177,144.543621635437,0.9934898531064391,1.0,176,0.008246229961514473,0.06894874572753906,0.001,0.9291462302207947
604.30326,24.0,54,6730,364544,178,144.30996084213257,0.9936564201489091,1.0,177,0.008136139251291752,0.05105205625295639,0.001,0.9327710866928101
604.5083099999999,24.0,54,6768,366592,179,141.22525968551636,0.9935245988890529,1.0,178,0.008140253834426403,0.09077432006597519,0.001,0.930246114730835
604.8015399999999,24.0,54,6806,368640,180,141.9059826850891,0.9937987430021167,1.0,179,0.008453336544334888,0.07768021523952484,0.001,0.9244603514671326
604.41944,24.0,54,6845,370688,181,143.28849029541016,0.9938074494712055,1.0,180,0.007612066343426704,0.06362041085958481,0.001,0.9218838214874268
