train/iterations,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/delta_std,train/step_size,train/learning_rate,time/fps,rollout/return_std
1105,424704,640.983125,24,7715,0.05,0.000328704,0.02,55,7.605634689
1106,425088,640.73625,24,7722,0.05,0.000421624,0.02,55,5.929447174
1107,425472,642.28625,24,7729,0.05,0.001001824,0.02,55,2.495447397
1108,425856,617.32875,24,7735,0.05,4.10E-05,0.02,55,60.96988297
1109,426240,633.24,24,7742,0.05,7.13E-05,0.02,55,35.07009125
1110,426624,640.00125,24,7749,0.05,0.000243544,0.02,55,10.26506615
1111,427008,642.048125,24,7756,0.05,0.001969619,0.02,55,1.269280672
1112,427392,641.0371875,24,7763,0.05,0.000751037,0.02,55,3.328729868
1113,427776,639.7073125,24,7770,0.05,0.000240314,0.02,55,10.40305233
1114,428160,642.46875,24,7777,0.05,0.002282219,0.02,55,1.095425248
1115,428544,641.504375,24,7784,0.05,0.000514618,0.02,55,4.857972145
1116,428928,640.866875,24,7791,0.05,0.000329881,0.02,55,7.578488827
1117,429312,640.566875,24,7798,0.05,0.000411369,0.02,55,6.077274799
1118,429696,642.898125,24,7805,0.05,0.048624773,0.02,55,0.051413994
1119,430080,641.9025,24,7812,0.05,0.000983417,0.02,55,2.542156696
1120,430464,640.183125,24,7819,0.05,0.000321082,0.02,55,7.786169529
1121,430848,641.724375,24,7826,0.05,0.000918033,0.02,55,2.723214149
1122,431232,639.83125,24,7833,0.05,0.000410591,0.02,55,6.088779926
1123,431616,-66.5125,24,7840,0.05,8.81E-07,0.02,55,2837.634033
1124,432000,639.424375,24,7847,0.05,0.000249176,0.02,55,10.03305912
1125,432384,641.31125,24,7853,0.05,0.000718991,0.02,55,3.477096081
1126,432768,642.5275,24,7860,0.05,0.003379964,0.02,55,0.739652693
1127,433152,642.6615625,24,7867,0.05,0.002779488,0.02,55,0.899446189
1128,433536,642.8125,24,7874,0.05,0.007404508,0.02,55,0.33763203
1129,433920,638.703875,24,7881,0.05,0.000244363,0.02,55,10.23070145
1130,434304,642.6125,24,7888,0.05,0.002753631,0.02,55,0.907891929
1131,434688,642.894375,24,7895,0.05,0.050202135,0.02,55,0.049798552
1132,435072,639.8575,24,7902,0.05,0.000249921,0.02,55,10.00314808
1133,435456,639.3309375,24,7909,0.05,0.000243272,0.02,55,10.27656651
1134,435840,642.526875,24,7916,0.05,0.002672808,0.02,55,0.935345829
1135,436224,642.671875,24,7923,0.05,0.002768014,0.02,55,0.90317446
1136,436608,641.601875,24,7929,0.05,0.000749045,0.02,55,3.337582827
1137,436992,641.19875,24,7936,0.05,0.000710499,0.02,55,3.518652916
1138,437376,642.2685,24,7943,0.05,0.0010521,0.02,55,2.37619853
1139,437760,642.879375,24,7950,0.05,0.435295314,0.02,55,0.005743102
1140,438144,642.760625,24,7957,0.05,0.006071187,0.02,55,0.411781013
1141,438528,641.595,24,7964,0.05,0.000910378,0.02,55,2.746112823
1142,438912,641.905625,24,7971,0.05,0.00098606,0.02,55,2.535341263
1143,439296,634.031875,24,7978,0.05,7.10E-05,0.02,55,35.18848419
1144,439680,641.645,24,7985,0.05,0.000776373,0.02,55,3.220099926
1145,440064,642.369375,24,7992,0.05,0.001727661,0.02,55,1.447043061
1146,440448,640.209375,24,7999,0.05,0.000248239,0.02,55,10.07093334
1147,440832,642.66125,24,8006,0.05,0.002823558,0.02,55,0.885407627
1148,441216,642.90375,24,8013,0.05,0.038460828,0.02,55,0.06500107
1149,441600,642.124375,24,8020,0.05,0.000990303,0.02,55,2.524478197
1150,441984,642.49,24,8027,0.05,0.002653617,0.02,55,0.942110062
1151,442368,639.0765625,24,8034,0.05,0.000239074,0.02,55,10.45701218
1152,442752,642.976875,24,8041,0.05,0.024887759,0.02,55,0.100450858
1153,443136,614.523125,24,8047,0.05,2.19E-05,0.02,55,113.9315414
1154,443520,642.871875,24,8055,0.05,0.007482395,0.02,55,0.334117532
1155,443904,640.02125,24,8062,0.05,0.000324679,0.02,55,7.69991827
1156,444288,639.614375,24,8069,0.05,0.000221681,0.02,55,11.27746582
1157,444672,637.593125,24,8076,0.05,0.000252029,0.02,55,9.919488907
1158,445056,639.158125,24,8083,0.05,0.000173242,0.02,55,14.4306612
1159,445440,641.70875,24,8090,0.05,0.000511973,0.02,55,4.883070469
1160,445824,642.903125,24,8097,0.05,0.035995562,0.02,55,0.069452882
1161,446208,642.2031875,24,8104,0.05,0.001078073,0.02,55,2.318951845
1162,446592,640.38125,24,8110,0.05,0.000248927,0.02,55,10.04310894
1163,446976,642.756875,24,8117,0.05,0.00383323,0.02,55,0.652191401
1164,447360,642.745,24,8124,0.05,0.003829286,0.02,55,0.652863145
1165,447744,642.755625,24,8131,0.05,0.003803025,0.02,55,0.657371223
1166,448128,641.21875,24,8138,0.05,0.00045319,0.02,55,5.516448975
1167,448512,642.351875,24,8145,0.05,0.00242116,0.02,55,1.032562852
1168,448896,642.736875,24,8152,0.05,0.006328715,0.02,55,0.395024747
1169,449280,642.01125,24,8159,0.05,0.000978054,0.02,55,2.556096077
1170,449664,639.7025,24,8166,0.05,0.000216287,0.02,55,11.55873966
1171,450048,642.319375,24,8173,0.05,0.002018658,0.02,55,1.238446236
1172,450432,642.738125,24,8180,0.05,0.003856098,0.02,55,0.648323715
1173,450816,641.965625,24,8187,0.05,0.001047464,0.02,55,2.386716366
1174,451200,640.0525,24,8194,0.05,0.000371916,0.02,55,6.721950531
1175,451584,642.143125,24,8201,0.05,0.001094406,0.02,55,2.284344435
1176,451968,642.546375,24,8208,0.05,0.002657614,0.02,55,0.940693259
1177,452352,642.15575,24,8214,0.05,0.00134426,0.02,55,1.859758735
1178,452736,639.80875,24,8221,0.05,0.000244316,0.02,55,10.23264408
1179,453120,640.905,24,8228,0.05,0.00062622,0.02,55,3.992208242
1180,453504,642.880625,24,8235,0.05,0.998479605,0.02,55,0.002503682
1181,453888,642.186875,24,8242,0.05,0.001297396,0.02,55,1.926936746
1182,454272,642.376875,24,8249,0.05,0.001903822,0.02,55,1.313147902
1183,454656,642.48375,24,8256,0.05,0.002939374,0.02,55,0.850521088
1184,455040,623.044375,24,8263,0.05,3.18E-05,0.02,55,78.67920685
1185,455424,642.614375,24,8270,0.05,0.003721811,0.02,55,0.671715856
1186,455808,642.795,24,8277,0.05,0.009011653,0.02,55,0.277418435
1187,456192,642.601875,24,8284,0.05,0.00273488,0.02,55,0.914116681
1188,456576,642.0725,24,8291,0.05,0.001334154,0.02,55,1.873846292
1189,456960,642.745,24,8298,0.05,0.006906325,0.02,55,0.361986935
1190,457344,642.50625,24,8304,0.05,0.002696311,0.02,55,0.927192748
1191,457728,642.436875,24,8311,0.05,0.002441776,0.02,55,1.0238446
1192,458112,642.391875,24,8318,0.05,0.001341053,0.02,55,1.864206791
1193,458496,642.8,24,8325,0.05,0.008117503,0.02,55,0.307976395
1194,458880,642.760625,24,8332,0.05,0.006805695,0.02,55,0.367339313
1195,459264,593.59875,24,8339,0.05,1.31E-05,0.02,55,191.0245819
1196,459648,642.615,24,8346,0.05,0.00273324,0.02,55,0.914665103
1197,460032,640.105,24,8353,0.05,0.000249728,0.02,55,10.01089287
1198,460416,618.1925,24,8360,0.05,2.63E-05,0.02,55,95.16414642
1199,460800,642.895625,24,8367,0.05,0.04805202,0.02,55,0.052026823
1200,461184,642.8825,24,8374,0.05,0.432580888,0.02,55,0.005779141
1201,461568,611.91375,24,8381,0.05,2.90E-05,0.02,55,86.35292816
1202,461952,640.90125,24,8388,0.05,0.000613486,0.02,55,4.075070381
1203,462336,642.8375,24,8394,0.05,0.012079521,0.02,55,0.206961721
1204,462720,641.94375,24,8402,0.05,0.001691469,0.02,55,1.478005052
1205,463104,642.08375,24,8408,0.05,0.001255753,0.02,55,1.990836382
1206,463488,642.15,24,8415,0.05,0.001725126,0.02,55,1.44916904
1207,463872,642.558125,24,8422,0.05,0.00217033,0.02,55,1.151898503
1208,464256,642.856875,24,8429,0.05,0.010876087,0.02,55,0.229861945
1209,464640,600.264375,24,8436,0.05,1.53E-05,0.02,55,163.803421
1210,465024,600.90125,24,8443,0.05,1.56E-05,0.02,55,160.1972961
1211,465408,640.986875,24,8450,0.05,0.000590875,0.02,55,4.231015205
1212,465792,641.123125,24,8457,0.05,0.000568675,0.02,55,4.396183014
1213,466176,642.49875,24,8464,0.05,0.002336807,0.02,55,1.069835663
1214,466560,641.9975,24,8471,0.05,0.001001242,0.02,55,2.49689889
1215,466944,598.098125,24,8477,0.05,1.41E-05,0.02,55,177.1665344
1216,467328,642.811875,24,8484,0.05,0.010208292,0.02,55,0.244898841
1217,467712,642.439375,24,8491,0.05,0.001380293,0.02,55,1.811210036
1218,468096,640.855625,24,8498,0.05,0.000468779,0.02,55,5.333001614
1219,468480,642.376875,24,8505,0.05,0.001343829,0.02,55,1.860356092
1220,468864,642.679,24,8512,0.05,0.003747841,0.02,55,0.66705054
1221,469248,642.804375,24,8519,0.05,0.005835205,0.02,55,0.428433836
1222,469632,641.00375,24,8527,0.05,0.000590203,0.02,55,4.235831738
1223,470016,642.131875,24,8534,0.05,0.001367378,0.02,55,1.828316092
1224,470400,642.268125,24,8541,0.05,0.001945475,0.02,55,1.285032868
1225,470784,642.768125,24,8548,0.05,0.007058153,0.02,55,0.354200155
1226,471168,642.88625,24,8555,0.05,0.499489844,0.02,55,0.005004982
1227,471552,642.53825,24,8562,0.05,0.002297309,0.02,55,1.088229656
1228,471936,642.515,24,8568,0.05,0.002324168,0.02,55,1.075653672
1229,472320,642.176875,24,8575,0.05,0.001005442,0.02,55,2.486468315
1230,472704,642.285625,24,8582,0.05,0.001319899,0.02,55,1.894083858
1231,473088,633.176875,24,8589,0.05,7.13E-05,0.02,55,35.05653381
1232,473472,596.776875,24,8596,0.05,1.36E-05,0.02,55,183.6377563
1233,473856,632.043125,24,8603,0.05,5.74E-05,0.02,55,43.52890778
1234,474240,641.887375,24,8610,0.05,0.000747001,0.02,55,3.346716881
1235,474624,642.8975,24,8617,0.05,0.048107289,0.02,55,0.051967047
1236,475008,642.801875,24,8623,0.05,0.006740598,0.02,55,0.370886892
1237,475392,641.7875,24,8630,0.05,0.000637163,0.02,55,3.923641205
1238,475776,642.945625,24,8637,0.05,0.020224588,0.02,55,0.123611793
1239,476160,596.73125,24,8644,0.05,1.36E-05,0.02,55,184.2468872
1240,476544,642.724375,24,8651,0.05,0.002715416,0.02,55,0.9206689
1241,476928,597.082375,24,8658,0.05,1.36E-05,0.02,55,183.6593323
1242,477312,602.71,24,8665,0.05,1.55E-05,0.02,55,160.8002014
1243,477696,642.906875,24,8672,0.05,0.009821202,0.02,55,0.254551202
1244,478080,642.9125,24,8679,0.05,0.00987964,0.02,55,0.253045529
1245,478464,642.9840625,24,8686,0.05,0.014779755,0.02,55,0.169150189
1246,478848,481.641875,24,8693,0.05,3.91E-06,0.02,55,638.9124146
1247,479232,642.690625,24,8699,0.05,0.002711628,0.02,55,0.921955287
1248,479616,595.7209375,24,8706,0.05,1.97E-05,0.02,55,127.1179047
1249,480000,441.078125,24,8714,0.05,3.18E-06,0.02,55,787.3987427
1250,480384,643.0078125,24,8720,0.05,0.025120255,0.02,55,0.099521153
1251,480768,638.890625,24,8727,0.05,0.000305615,0.02,55,8.180223465
1252,481152,564.128125,24,8735,0.05,1.14E-05,0.02,55,218.5974121
1253,481536,641.17875,24,8741,0.05,0.000453002,0.02,55,5.518735409
1254,481920,640.913125,24,8749,0.05,0.000310958,0.02,55,8.03966713
1255,482304,642.756875,24,8755,0.05,0.003414504,0.02,55,0.732170641
1256,482688,602.25625,24,8762,0.05,1.53E-05,0.02,55,163.0443573
1257,483072,642.1925,24,8769,0.05,0.000982646,0.02,55,2.544151068
1258,483456,595.530625,24,8776,0.05,1.36E-05,0.02,55,183.9978943
1259,483840,638.846875,24,8783,0.05,0.000334542,0.02,55,7.472906113
1260,484224,642.6725,24,8790,0.05,0.003577386,0.02,55,0.698834121
1261,484608,642.814375,24,8796,0.05,0.007259808,0.02,55,0.344361573
1262,484992,642.69875,24,8803,0.05,0.003624912,0.02,55,0.689671755
1263,485376,642.8025,24,8810,0.05,0.003629499,0.02,55,0.688800156
1264,485760,218.1065,24,8817,0.05,1.50E-06,0.02,55,1671.800293
1265,486144,620.156875,24,8824,0.05,4.10E-05,0.02,55,61.00534058
1266,486528,642.906875,24,8831,0.05,0.00799919,0.02,55,0.312531531
1267,486912,598.805,24,8838,0.05,1.86E-05,0.02,55,134.6023102
1268,487296,617.81125,24,8844,0.05,2.54E-05,0.02,55,98.33249664
1269,487680,639.579375,24,8851,0.05,0.000409728,0.02,55,6.101610661
1270,488064,628.618125,24,8858,0.05,4.71E-05,0.02,55,53.091465
1271,488448,582.876375,24,8865,0.05,1.06E-05,0.02,55,235.9274139
1272,488832,642.995625,24,8872,0.05,0.011396099,0.02,55,0.219373181
1273,489216,640.784375,24,8879,0.05,0.000557629,0.02,55,4.483266354
1274,489600,642.970625,24,8886,0.05,0.009418266,0.02,55,0.265441507
1275,489984,641.658125,24,8893,0.05,0.000450068,0.02,55,5.554721832
1276,490368,642.788125,24,8900,0.05,0.006358901,0.02,55,0.393149614
1277,490752,583.334375,24,8907,0.05,1.06E-05,0.02,55,235.9740143
1278,491136,640.814375,24,8914,0.05,0.000338818,0.02,55,7.378596306
1279,491520,641.838125,24,8921,0.05,0.000633969,0.02,55,3.943410873
1280,491904,601.986875,24,8928,0.05,1.53E-05,0.02,55,163.4540405
1281,492288,642.7396875,24,8935,0.05,0.002783208,0.02,55,0.898243964
1282,492672,641.42375,24,8941,0.05,0.000509996,0.02,55,4.902003765
1283,493056,597.133125,24,8948,0.05,1.41E-05,0.02,55,176.8986664
1284,493440,642.851875,24,8955,0.05,0.003967862,0.02,55,0.630062044
1285,493824,641.82875,24,8962,0.05,0.000941198,0.02,55,2.656187773
1286,494208,-65.9225,24,8969,0.05,9.45E-07,0.02,55,2645.018311
1287,494592,642.50625,24,8976,0.05,0.001895123,0.02,55,1.319175243
1288,494976,640.803125,24,8983,0.05,0.000375063,0.02,55,6.665549278
1289,495360,642.873125,24,8989,0.05,0.00812327,0.02,55,0.307757705
1290,495744,641.50625,24,8996,0.05,0.000727162,0.02,55,3.438023806
1291,496128,642.954375,24,9003,0.05,0.010792494,0.02,55,0.231642351
1292,496512,629.1225,24,9010,0.05,5.80E-05,0.02,55,43.13004684
1293,496896,641.665,24,9017,0.05,0.00065087,0.02,55,3.841011763
1294,497280,642.94375,24,9023,0.05,0.010875348,0.02,55,0.229877591
1295,497664,614.144375,24,9030,0.05,2.20E-05,0.02,55,113.8311691
1296,498048,620.815,24,9037,0.05,3.20E-05,0.02,55,78.11274719
1297,498432,640.571875,24,9044,0.05,0.000687075,0.02,55,3.638610125
1298,498816,641.9675,24,9051,0.05,0.001650656,0.02,55,1.514549494
1299,499200,639.251875,24,9058,0.05,0.000427721,0.02,55,5.844929695
1300,499584,638.765,24,9065,0.05,0.000350161,0.02,55,7.139567852
1301,499968,642.24625,24,9072,0.05,0.00170869,0.02,55,1.463109136
1302,500352,640.569375,24,9079,0.05,0.000356906,0.02,55,7.004644394
1303,500736,642.23125,24,9086,0.05,0.001564126,0.02,55,1.598336101
1304,501120,642.24,24,9093,0.05,0.001247033,0.02,55,2.004758835
1305,501504,634.0775,24,9100,0.05,7.11E-05,0.02,55,35.14902878
1306,501888,641.5990625,24,9107,0.05,0.000938829,0.02,55,2.662891865
1307,502272,609.4,24,9113,0.05,2.20E-05,0.02,55,113.3827972
1308,502656,642.1971875,24,9120,0.05,0.000825614,0.02,55,3.028049707
1309,503040,641.48,24,9127,0.05,0.000687297,0.02,55,3.637439251
1310,503424,609.9225,24,9134,0.05,1.92E-05,0.02,55,130.4247589
1311,503808,642.7475,24,9141,0.05,0.003682795,0.02,55,0.678832114
1312,504192,641.5325,24,9148,0.05,0.001121267,0.02,55,2.229620457
1313,504576,642.870625,24,9155,0.05,0.008382933,0.02,55,0.298224837
1314,504960,633.354375,24,9162,0.05,7.13E-05,0.02,55,35.0411377
1315,505344,642.785625,24,9169,0.05,0.007105439,0.02,55,0.351843029
1316,505728,642.0446875,24,9176,0.05,0.000789654,0.02,55,3.165943384
1317,506112,642.919375,24,9183,0.05,0.00976742,0.02,55,0.255952835
1318,506496,642.66125,24,9190,0.05,0.002723659,0.02,55,0.917882681
1319,506880,636.153125,24,9196,0.05,0.000144796,0.02,55,17.26567268
1320,507264,641.90625,24,9203,0.05,0.001219475,0.02,55,2.050062895
1321,507648,642.6425,24,9210,0.05,0.003496365,0.02,55,0.715028226
1322,508032,642.184375,24,9217,0.05,0.000930515,0.02,55,2.68668437
1323,508416,640.3975,24,9224,0.05,0.000247428,0.02,55,10.10395336
1324,508800,642.814375,24,9232,0.05,0.00361246,0.02,55,0.692049026
1325,509184,640.586875,24,9239,0.05,0.000313187,0.02,55,7.982455254
1326,509568,642.640625,24,9246,0.05,0.002579514,0.02,55,0.969174504
1327,509952,642.1925,24,9252,0.05,0.001003421,0.02,55,2.491475344
1328,510336,643.0475,24,9259,0.05,0.031903546,0.02,55,0.078361072
1329,510720,643.004375,24,9266,0.05,0.011370855,0.02,55,0.219860196
1330,511104,641.204375,24,9273,0.05,0.000494553,0.02,55,5.055065155
1331,511488,641.965625,24,9280,0.05,0.000783747,0.02,55,3.189804316
1332,511872,642.961875,24,9287,0.05,0.011933961,0.02,55,0.209486067
1333,512256,642.68125,24,9294,0.05,0.002797417,0.02,55,0.893681347
1334,512640,641.94125,24,9300,0.05,0.000982075,0.02,55,2.54563117
1335,513024,638.30875,24,9307,0.05,0.00019784,0.02,55,12.63649082
1336,513408,641.62125,24,9314,0.05,0.000507162,0.02,55,4.929394722
1337,513792,642.849375,24,9321,0.05,0.002786446,0.02,55,0.897199988
1338,514176,641.72,24,9328,0.05,0.000510948,0.02,55,4.892865658
1339,514560,642.6975,24,9335,0.05,0.002777431,0.02,55,0.900112152
1340,514944,641.3375,24,9342,0.05,0.000577723,0.02,55,4.327334881
1341,515328,642.974375,24,9349,0.05,0.01200221,0.02,55,0.208294839
1342,515712,642.77125,24,9356,0.05,0.003781509,0.02,55,0.661111593
1343,516096,642.975,24,9363,0.05,0.012020661,0.02,55,0.207975149
1344,516480,642.17875,24,9370,0.05,0.00092609,0.02,55,2.699522018
1345,516864,642.589375,24,9377,0.05,0.002773874,0.02,55,0.901266634
1346,517248,643.01,24,9384,0.05,0.01192353,0.02,55,0.209669337
1347,517632,642.866875,24,9391,0.05,0.003984057,0.02,55,0.627500832
1348,518016,592.224375,24,9398,0.05,1.23E-05,0.02,55,202.6205139
1349,518400,636.495,24,9405,0.05,0.000198489,0.02,55,12.59515762
1350,518784,642.86375,24,9411,0.05,0.003939071,0.02,55,0.634667337
1351,519168,642.850625,24,9418,0.05,0.004568355,0.02,55,0.54724282
1352,519552,642.770625,24,9425,0.05,0.003630178,0.02,55,0.688671291
1353,519936,642.834375,24,9432,0.05,0.003704942,0.02,55,0.674774289
1354,520320,642.885625,24,9439,0.05,0.003882014,0.02,55,0.643995404
1355,520704,642.886875,24,9446,0.05,0.007946742,0.02,55,0.314594209
1356,521088,641.559375,24,9453,0.05,0.000870678,0.02,55,2.871326685
1357,521472,628.306875,24,9460,0.05,4.70E-05,0.02,55,53.20248795
1358,521856,642.676875,24,9467,0.05,0.002888297,0.02,55,0.865561724
1359,522240,642.011875,24,9474,0.05,0.000746706,0.02,55,3.34803915
1360,522624,587.414375,24,9481,0.05,1.24E-05,0.02,55,201.3581696
1361,523008,642.52875,24,9488,0.05,0.001886348,0.02,55,1.325311899
1362,523392,610.30375,24,9495,0.05,2.21E-05,0.02,55,113.3387527
1363,523776,639.691875,24,9502,0.05,0.0002297,0.02,55,10.88374901
1364,524160,642.901875,24,9509,0.05,0.003427592,0.02,55,0.729374945
1365,524544,586.661125,24,9516,0.05,1.23E-05,0.02,55,203.8580627
1366,524928,642.230625,24,9523,0.05,0.001000609,0.02,55,2.498478413
1367,525312,642.948125,24,9530,0.05,0.007381156,0.02,55,0.338700205
1368,525696,581.704375,24,9537,0.05,1.22E-05,0.02,55,205.0905457
1369,526080,642.5175,24,9544,0.05,0.002199154,0.02,55,1.136800528
1370,526464,642.86625,24,9551,0.05,0.003982832,0.02,55,0.627693951
1371,526848,642.770625,24,9558,0.05,0.002788183,0.02,55,0.896641135
1372,527232,642.126875,24,9565,0.05,0.001008803,0.02,55,2.478185415
1373,527616,642.61125,24,9572,0.05,0.002122534,0.02,55,1.177837253
1374,528000,642.02125,24,9579,0.05,0.000633682,0.02,55,3.945195436
1375,528384,630.149375,24,9586,0.05,4.91E-05,0.02,55,50.95248795
1376,528768,642.825,24,9592,0.05,0.002885836,0.02,55,0.866300046
1377,529152,566.70975,24,9600,0.05,8.19E-06,0.02,55,305.3743286
1378,529536,641.495625,24,9607,0.05,0.000510017,0.02,55,4.901802063
1379,529920,642.799375,24,9614,0.05,0.003606794,0.02,55,0.693136215
1380,530304,642.80875,24,9620,0.05,0.002810115,0.02,55,0.889643192
1381,530688,642.885625,24,9627,0.05,0.003916127,0.02,55,0.638385713
1382,531072,643.009375,24,9634,0.05,0.025435491,0.02,55,0.098287731
1383,531456,642.700625,24,9641,0.05,0.003003557,0.02,55,0.832346201
1384,531840,633.93875,24,9648,0.05,7.12E-05,0.02,55,35.11944199
1385,532224,634.008125,24,9655,0.05,7.12E-05,0.02,55,35.13493729
1386,532608,642.806875,24,9662,0.05,0.00294712,0.02,55,0.848285675
1387,532992,641.2625,24,9669,0.05,0.000472633,0.02,55,5.289513588
1388,533376,642.1059375,24,9676,0.05,0.00079051,0.02,55,3.162516356
1389,533760,642.919375,24,9683,0.05,0.003890598,0.02,55,0.642574608
1390,534144,633.0571875,24,9690,0.05,6.25E-05,0.02,55,39.97130585
1391,534528,631.98625,24,9697,0.05,5.75E-05,0.02,55,43.46686172
1392,534912,642.195,24,9704,0.05,0.00080053,0.02,55,3.122931719
1393,535296,642.99125,24,9711,0.05,0.024499189,0.02,55,0.102044061
1394,535680,584.688125,24,9718,0.05,2.26E-05,0.02,55,110.7765884
1395,536064,630.694375,24,9725,0.05,6.27E-05,0.02,55,39.87010193
1396,536448,642.75775,24,9731,0.05,0.003260717,0.02,55,0.766702414
1397,536832,641.975,24,9738,0.05,0.00116628,0.02,55,2.14356637
1398,537216,642.06,24,9745,0.05,0.001250278,0.02,55,1.999554753
1399,537600,641.1555,24,9752,0.05,0.00048636,0.02,55,5.140227795
1400,537984,642.720625,24,9759,0.05,0.002886247,0.02,55,0.866176724
1401,538368,642.16625,24,9766,0.05,0.00102618,0.02,55,2.436220407
1402,538752,642.64625,24,9773,0.05,0.002428396,0.02,55,1.02948606
1403,539136,642.78625,24,9780,0.05,0.002670438,0.02,55,0.936175942
1404,539520,643.053125,24,9787,0.05,0.031520672,0.02,55,0.079312906
1405,539904,642.8775,24,9794,0.05,0.003925746,0.02,55,0.636821449
1406,540288,642.475,24,9801,0.05,0.001088964,0.02,55,2.295759678
1407,540672,643.04625,24,9808,0.05,0.036087699,0.02,55,0.069275551
1408,541056,641.339375,24,9815,0.05,0.000509417,0.02,55,4.907573223
1409,541440,643.074375,24,9822,0.05,0.216631338,0.02,55,0.011540218
1410,541824,640.049375,24,9829,0.05,0.000330884,0.02,55,7.555517673
1411,542208,643.02875,24,9836,0.05,0.028882375,0.02,55,0.08655785
1412,542592,591.695625,24,9843,0.05,1.22E-05,0.02,55,205.4308472
1413,542976,642.455625,24,9850,0.05,0.001008524,0.02,55,2.478869677
1414,543360,640.14625,24,9857,0.05,0.000415362,0.02,55,6.018847466
1415,543744,643.06625,24,9864,0.05,0.046591401,0.02,55,0.053657845
1416,544128,599.7375,24,9871,0.05,1.45E-05,0.02,55,172.6778717
1417,544512,642.604375,24,9878,0.05,0.002425106,0.02,55,1.030882597
1418,544896,641.816875,24,9885,0.05,0.000930054,0.02,55,2.688015461
1419,545280,641.80875,24,9892,0.05,0.000762859,0.02,55,3.277145624
1420,545664,643.0325,24,9899,0.05,0.012439094,0.02,55,0.200979158
1421,546048,639.989375,24,9906,0.05,0.000203143,0.02,55,12.30659199
1422,546432,643.0825,24,9913,0.05,0.249752969,0.02,55,0.010009766
1423,546816,642.38875,24,9920,0.05,0.001461372,0.02,55,1.71072042
1424,547200,643.02125,24,9927,0.05,0.026392363,0.02,55,0.094724238
1425,547584,643.0875,24,9934,0.05,0.432580888,0.02,55,0.005779141
1426,547968,642.925,24,9941,0.05,0.003834157,0.02,55,0.652033627
1427,548352,642.93,24,9948,0.05,0.003922489,0.02,55,0.637350261
1428,548736,643.09,24,9955,0.05,20000,0.02,55,0
1429,549120,643.09,24,9961,0.05,20000,0.02,55,0
1430,549504,642.803125,24,9968,0.05,0.003673128,0.02,55,0.680618584
1431,549888,642.639375,24,9975,0.05,0.002497077,0.02,55,1.001170516
1432,550272,642.915625,24,9982,0.05,0.003934198,0.02,55,0.635453343
1433,550656,641.78625,24,9989,0.05,0.00050935,0.02,55,4.908217907
1434,551040,642.08375,24,9996,0.05,0.000797052,0.02,55,3.136556864
1435,551424,511.8575,24,10003,0.05,4.76E-06,0.02,55,524.8446655
1436,551808,643.05875,24,10010,0.05,0.035500091,0.02,55,0.070422225
1437,552192,642.96375,24,10017,0.05,0.008167291,0.02,55,0.306098908
1438,552576,643.085,24,10024,0.05,0.279231906,0.02,55,0.008953007
1439,552960,643.0875,24,10031,0.05,0.365598828,0.02,55,0.006837972
1440,553344,643.075,24,10038,0.05,0.050197765,0.02,55,0.049802884
1441,553728,638.78125,24,10045,0.05,0.000193024,0.02,55,12.95173931
1442,554112,643.03375,24,10052,0.05,0.011110804,0.02,55,0.225006104
1443,554496,641.859375,24,10059,0.05,0.000507872,0.02,55,4.92250061
1444,554880,641.52625,24,10065,0.05,0.000450018,0.02,55,5.55533123
1445,555264,642.8525,24,10072,0.05,0.00278377,0.02,55,0.898062587
1446,555648,643.08875,24,10080,0.05,0.73115319,0.02,55,0.003419131
1447,556032,642.879375,24,10087,0.05,0.003968315,0.02,55,0.62999016
1448,556416,613.810625,24,10094,0.05,2.13E-05,0.02,55,117.1175079
1449,556800,643.039375,24,10101,0.05,0.012345708,0.02,55,0.20249939
1450,557184,643.033125,24,10107,0.05,0.011118362,0.02,55,0.224853143
1451,557568,642.8725,24,10114,0.05,0.003772215,0.02,55,0.662740469
1452,557952,643.03125,24,10121,0.05,0.011141685,0.02,55,0.22438246
1453,558336,642.928125,24,10128,0.05,0.003893006,0.02,55,0.642177165
1454,558720,640.39375,24,10135,0.05,0.000265336,0.02,55,9.422020912
1455,559104,643.061875,24,10142,0.05,0.036120832,0.02,55,0.069212005
1456,559488,642.924375,24,10149,0.05,0.003835183,0.02,55,0.651859283
1457,559872,643.09,24,10156,0.05,20000,0.02,55,0
1458,560256,643.089375,24,10163,0.05,0.998954654,0.02,55,0.002502491
1459,560640,639.17625,24,10170,0.05,0.000159693,0.02,55,15.65501404
1460,561024,642.930625,24,10177,0.05,0.003921492,0.02,55,0.637512207
1461,561408,643.076875,24,10184,0.05,0.050101347,0.02,55,0.049898732
1462,561792,642.5625,24,10191,0.05,0.002184369,0.02,55,1.14449501
1463,562176,641.698125,24,10198,0.05,0.00044925,0.02,55,5.564836025
1464,562560,641.846875,24,10205,0.05,0.00050819,0.02,55,4.919420242
1465,562944,642.23625,24,10212,0.05,0.000795296,0.02,55,3.143482447
1466,563328,643.089375,24,10219,0.05,0.998954654,0.02,55,0.002502491
1467,563712,642.8625,24,10226,0.05,0.003781348,0.02,55,0.661139846
1468,564096,642.24625,24,10233,0.05,0.000740741,0.02,55,3.375
1469,564480,642.7525,24,10240,0.05,0.003393717,0.02,55,0.736655176
