time/total_timesteps,train/learning_rate,train/entropy_loss,time/time_elapsed,train/policy_loss,train/value_loss,train/n_updates,train/explained_variance,train/std,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations
992500,0.0007,-17.880542755126953,12414,459.423095703125,537.5975341796875,198499,0.9328883662819862,1.3465818166732788,79,610.4778699999999,24.0,198500
993000,0.0007,-17.88994026184082,12420,-68.73333740234375,61.823524475097656,198599,0.9685974679887295,1.3489584922790527,79,610.53938,24.0,198600
993500,0.0007,-17.871397018432617,12426,-163.09237670898438,76.11251068115234,198699,0.9971138366963714,1.3441200256347656,79,610.7184199999999,24.0,198700
994000,0.0007,-17.875934600830078,12433,-76.42161560058594,16.712472915649414,198799,0.9993515254464,1.3445289134979248,79,610.7636900000001,24.0,198800
994500,0.0007,-17.89181900024414,12439,-23.413578033447266,12.111005783081055,198899,0.9667751230299473,1.3475804328918457,79,610.82446,24.0,198900
995000,0.0007,-17.91861343383789,12445,11.915994644165039,105.1382064819336,198999,0.9979501969646662,1.3496930599212646,79,610.90648,24.0,199000
995500,0.0007,-17.931852340698242,12451,308.4772644042969,397.9615783691406,199099,0.8925154432654381,1.350487232208252,79,610.93096,24.0,199100
996000,0.0007,-17.95432472229004,12457,132.89138793945312,97.0798568725586,199199,0.965501181781292,1.3548239469528198,79,610.94549,24.0,199200
996500,0.0007,-17.994888305664062,12463,-191.78115844726562,109.7273178100586,199299,0.9990227370290086,1.3597126007080078,79,611.02212,24.0,199300
997000,0.0007,-18.02573013305664,12470,-3.7705559730529785,0.16477510333061218,199399,0.9998304937325884,1.3637036085128784,79,611.0495400000001,24.0,199400
997500,0.0007,-18.03103256225586,12476,-17.829700469970703,1.0951666831970215,199499,0.9995731273957063,1.3640775680541992,79,610.9857999999999,24.0,199500
998000,0.0007,-18.016616821289062,12482,10.079428672790527,108.77734375,199599,0.9979071142151952,1.3617191314697266,79,610.79905,24.0,199600
998500,0.0007,-18.03451156616211,12488,478.42181396484375,751.3470458984375,199699,0.8788042813539505,1.3651913404464722,79,610.59687,24.0,199700
999000,0.0007,-18.02714729309082,12494,291.6412658691406,330.4830627441406,199799,0.9651651531457901,1.3650202751159668,79,610.3448199999999,24.0,199800
999500,0.0007,-18.075775146484375,12500,-142.50401306152344,70.24222564697266,199899,0.9974664668552577,1.370764970779419,79,610.0966899999999,24.0,199900
1000000,0.0007,-18.073978424072266,12506,-17.516847610473633,1.161928415298462,199999,0.9998128598090261,1.3691699504852295,79,609.8304199999999,24.0,200000
1000500,0.0007,-18.077735900878906,12513,-2.79036021232605,0.23504558205604553,200099,0.9993351146113127,1.3701773881912231,79,609.63679,24.0,200100
1001000,0.0007,-18.086650848388672,12519,-42.53715896606445,105.1904067993164,200199,0.9980457853525877,1.3725773096084595,79,609.43572,24.0,200200
1001500,0.0007,-18.078350067138672,12525,2.0928146839141846,100.30343627929688,200299,0.8521040827035904,1.3704543113708496,79,609.2885699999999,24.0,200300
1002000,0.0007,-18.044565200805664,12531,73.46347045898438,45.418861389160156,200399,0.9813013710081577,1.3669941425323486,79,609.3001700000001,24.0,200400
1002500,0.0007,-18.065500259399414,12538,-198.916748046875,128.82716369628906,200499,0.9995913014863618,1.36948561668396,79,609.3586499999999,24.0,200500
1003000,0.0007,-18.09075927734375,12544,27.393966674804688,2.2860283851623535,200599,0.9998900738355587,1.3718624114990234,79,609.4604800000001,24.0,200600
1003500,0.0007,-18.062211990356445,12550,10.918234825134277,0.48051103949546814,200699,0.9996893692878075,1.3677358627319336,79,609.49022,24.0,200700
1004000,0.0007,-18.060863494873047,12556,-4.5342278480529785,1.6778230667114258,200799,0.9999711309010308,1.367028832435608,79,609.54284,24.0,200800
1004500,0.0007,-18.0485897064209,12562,30.438060760498047,33.7204475402832,200899,0.9537229686975479,1.3639124631881714,79,609.6223200000001,24.0,200900
1005000,0.0007,-18.074596405029297,12568,233.42855834960938,309.73773193359375,200999,0.927364818751812,1.36580228805542,79,609.76481,24.0,201000
1005500,0.0007,-18.059345245361328,12574,166.8118896484375,208.5935516357422,201099,0.9530080258846283,1.3659210205078125,79,609.85296,24.0,201100
1006000,0.0007,-18.059097290039062,12581,1.0156257152557373,0.17436480522155762,201199,0.9997700761450687,1.365470051765442,79,610.00959,24.0,201200
1006500,0.0007,-18.05328369140625,12587,1.4488788843154907,0.16844072937965393,201299,0.9995080850203522,1.363863229751587,79,610.1537400000001,24.0,201300
1007000,0.0007,-18.058673858642578,12593,17.659021377563477,101.36335754394531,201399,0.9980346516240388,1.3673051595687866,79,610.17002,24.0,201400
1007500,0.0007,-18.059040069580078,12599,448.47991943359375,633.8967895507812,201499,0.8839928358793259,1.365427017211914,79,610.1812600000001,24.0,201500
1008000,0.0007,-18.089094161987305,12605,-150.8092498779297,177.13229370117188,201599,0.9349692091345787,1.369449496269226,79,610.17118,24.0,201600
1008500,0.0007,-18.085132598876953,12612,-7.886103630065918,63.791969299316406,201699,0.976755952462554,1.3675750494003296,79,610.21204,24.0,201700
1009000,0.0007,-18.108844757080078,12618,27.543746948242188,2.37284517288208,201799,0.9997553852153942,1.3724976778030396,79,610.15398,24.0,201800
1009500,0.0007,-18.1203670501709,12624,-7.0679216384887695,0.26032018661499023,201899,0.9997714014025405,1.3725886344909668,79,610.2126400000001,24.0,201900
1010000,0.0007,-18.136213302612305,12630,-50.1256103515625,18.144248962402344,201999,0.9998266646871343,1.3734170198440552,79,610.30039,24.0,202000
1010500,0.0007,-18.13475227355957,12636,22.000736236572266,91.88191223144531,202099,0.8650670051574707,1.3730125427246094,79,610.3573600000001,24.0,202100
1011000,0.0007,-18.11101531982422,12644,-147.03518676757812,141.86978149414062,202199,0.9533693343400955,1.3697718381881714,79,610.3623500000001,24.0,202200
1011500,0.0007,-18.151613235473633,12651,157.5911407470703,185.8191680908203,202299,0.9539533108472824,1.3751589059829712,79,610.2938599999999,24.0,202300
1012000,0.0007,-18.197668075561523,12658,68.41719055175781,16.019248962402344,202399,0.9989719570148736,1.378764033317566,79,610.25016,24.0,202400
1012500,0.0007,-18.183494567871094,12665,-9.032059669494629,0.28475332260131836,202499,0.9996372775058262,1.3796950578689575,79,610.1583800000001,24.0,202500
1013000,0.0007,-18.13675308227539,12672,34.175987243652344,11.171639442443848,202599,0.9998748914076714,1.3743783235549927,79,610.1016999999999,24.0,202600
1013500,0.0007,-18.12645721435547,12679,24.584211349487305,129.0677947998047,202699,0.8099415600299835,1.373157024383545,79,610.04872,24.0,202700
1014000,0.0007,-18.10023307800293,12686,-207.062744140625,192.8341522216797,202799,0.9586413204669952,1.3712960481643677,79,610.13741,24.0,202800
1014500,0.0007,-18.081924438476562,12692,-153.2977294921875,82.65815734863281,202899,0.9983066003769636,1.3689450025558472,79,610.19353,24.0,202900
1015000,0.0007,-18.07204246520996,12698,-28.878393173217773,2.5141968727111816,202999,0.9997490836831275,1.3660786151885986,79,610.1340399999999,24.0,203000
1015500,0.0007,-18.105979919433594,12705,-12.910054206848145,0.9758553504943848,203099,0.9983501208480448,1.3714420795440674,79,610.0418599999998,24.0,203100
1016000,0.0007,-18.086204528808594,12711,-10.64653205871582,75.92154693603516,203199,0.9985038280719891,1.368722915649414,79,609.94452,24.0,203200
1016500,0.0007,-18.05596351623535,12717,-472.87164306640625,800.1842651367188,203299,0.9511509202420712,1.365281581878662,79,609.7159399999999,24.0,203300
1017000,0.0007,-18.061676025390625,12723,-233.966552734375,293.01300048828125,203399,0.9157871007919312,1.3644156455993652,79,609.52847,24.0,203400
1017500,0.0007,-18.08460807800293,12730,99.11003112792969,149.8741912841797,203499,0.9542083851993084,1.3676977157592773,79,609.44945,24.0,203500
1018000,0.0007,-18.094451904296875,12736,49.41548538208008,8.15822982788086,203599,0.9990352700115182,1.3712226152420044,79,609.3156799999999,24.0,203600
1018500,0.0007,-18.098438262939453,12742,12.697088241577148,0.6737321019172668,203699,0.9993359796353616,1.3719481229782104,79,609.27548,24.0,203700
1019000,0.0007,-18.12655258178711,12748,-47.3359489440918,12.098870277404785,203799,0.9998617745295633,1.3759503364562988,79,609.19825,24.0,203800
1019500,0.0007,-18.130077362060547,12754,-27.13413429260254,29.006643295288086,203899,0.9583067633211613,1.3765902519226074,79,609.1577699999999,24.0,203900
1020000,0.0007,-18.110904693603516,12760,-132.06121826171875,104.06144714355469,203999,0.9617383889853954,1.3751262426376343,79,609.0461099999999,24.0,204000
1020500,0.0007,-18.07916259765625,12767,50.89292907714844,138.15609741210938,204099,0.9543127827346325,1.371410608291626,79,609.07699,24.0,204100
1021000,0.0007,-18.08741569519043,12773,-30.574462890625,3.6632931232452393,204199,0.999435287725646,1.3728398084640503,79,609.1203399999999,24.0,204200
1021500,0.0007,-18.072044372558594,12779,-9.051411628723145,0.5271905064582825,204299,0.999223958759103,1.370734691619873,79,609.0857,24.0,204300
1022000,0.0007,-18.061992645263672,12785,-40.97429275512695,11.384210586547852,204399,0.9998863389555481,1.3702783584594727,79,609.07024,24.0,204400
1022500,0.0007,-18.059572219848633,12791,441.7994079589844,590.1522216796875,204499,0.9290492758154869,1.3707715272903442,79,609.1942200000001,24.0,204500
1023000,0.0007,-18.05666732788086,12797,-265.33148193359375,310.02020263671875,204599,0.9430660717189312,1.3715840578079224,79,609.24025,24.0,204600
1023500,0.0007,-18.047718048095703,12803,61.09442138671875,135.33657836914062,204699,0.9537064507603645,1.370559811592102,79,609.36151,24.0,204700
1024000,0.0007,-18.05011749267578,12810,-1.1850969791412354,0.23405218124389648,204799,0.9996923893631902,1.368703007698059,79,609.5994599999999,24.0,204800
1024500,0.0007,-18.094741821289062,12816,-7.1082563400268555,0.32706210017204285,204899,0.99947879294632,1.3751184940338135,79,609.69784,24.0,204900
1025000,0.0007,-18.14569854736328,12822,8.026063919067383,2.3754894733428955,204999,0.9999573169079667,1.3816746473312378,79,609.6147900000001,24.0,205000
1025500,0.0007,-18.099714279174805,12828,301.2647399902344,386.82403564453125,205099,0.8821828812360764,1.375710368156433,79,609.41015,24.0,205100
1026000,0.0007,-18.09131622314453,12835,-135.30966186523438,62.44987106323242,205199,0.9890787247568369,1.3748424053192139,79,609.1366,24.0,205200
1026500,0.0007,-18.10438346862793,12841,-163.08250427246094,71.12396240234375,205299,0.9995349601085763,1.3744853734970093,79,608.84441,24.0,205300
1027000,0.0007,-18.087175369262695,12847,-21.555973052978516,1.6238453388214111,205399,0.9998498678032774,1.3731697797775269,79,608.7594999999999,24.0,205400
1027500,0.0007,-18.09931182861328,12853,-4.121205806732178,0.2272910624742508,205499,0.999496189004276,1.375136375427246,79,608.7122699999999,24.0,205500
1028000,0.0007,-18.10179328918457,12859,-17.01390266418457,1.1138927936553955,205599,0.9999902359222688,1.3745205402374268,79,608.52349,24.0,205600
1028500,0.0007,-18.09112548828125,12865,31.14261817932129,22.880931854248047,205699,0.968565110117197,1.375848412513733,79,608.29308,24.0,205700
1029000,0.0007,-18.09953498840332,12871,-132.6781005859375,78.70510864257812,205799,0.9777353703975677,1.3756414651870728,79,608.10247,24.0,205800
1029500,0.0007,-18.103214263916016,12877,-65.73978424072266,16.672880172729492,205899,0.9997341262351256,1.376404047012329,79,607.7911600000001,24.0,205900
1030000,0.0007,-18.107601165771484,12884,-15.706255912780762,0.8031476736068726,205999,0.9999387830248452,1.3762286901474,79,607.52283,24.0,206000
1030500,0.0007,-18.13558006286621,12890,-5.5991106033325195,0.23691792786121368,206099,0.999614389409544,1.38086998462677,79,607.45072,24.0,206100
1031000,0.0007,-18.14659881591797,12896,-7.146270751953125,0.22174200415611267,206199,0.9999987509349921,1.3826193809509277,79,607.4388899999999,24.0,206200
1031500,0.0007,-18.116214752197266,12902,-7.391802787780762,28.09183120727539,206299,0.9572100043296814,1.379980206489563,79,607.43164,24.0,206300
1032000,0.0007,-18.091182708740234,12908,-135.32669067382812,87.9538345336914,206399,0.983929805457592,1.3773986101150513,79,607.38419,24.0,206400
1032500,0.0007,-18.0836181640625,12915,-59.262901306152344,9.919923782348633,206499,0.9999845392176212,1.375169277191162,79,607.36913,24.0,206500
1033000,0.0007,-18.080873489379883,12921,-7.764276027679443,0.3160090446472168,206599,0.9999068962642923,1.3740153312683105,79,607.38824,24.0,206600
1033500,0.0007,-18.131364822387695,12927,-0.1406155526638031,0.047768138349056244,206699,0.999853177840123,1.3794013261795044,79,607.4910099999998,24.0,206700
1034000,0.0007,-18.159025192260742,12933,-35.364051818847656,8.127028465270996,206799,0.9999155505356612,1.3837281465530396,79,607.55655,24.0,206800
1034500,0.0007,-18.159164428710938,12939,570.144287109375,820.67626953125,206899,0.963601142168045,1.383703351020813,79,607.6128199999999,24.0,206900
1035000,0.0007,-18.18231773376465,12945,-93.24946594238281,27.824819564819336,206999,0.9981632137205452,1.3851349353790283,79,607.5015000000001,24.0,207000
1035500,0.0007,-18.169946670532227,12952,7.611334800720215,0.9253522753715515,207099,0.9997491958492901,1.3832913637161255,79,607.4281500000001,24.0,207100
1036000,0.0007,-18.138591766357422,12958,-31.94576072692871,3.680178165435791,207199,0.9993669121176936,1.3790695667266846,79,607.34371,24.0,207200
1036500,0.0007,-18.117870330810547,12964,-11.61616325378418,0.4814554750919342,207299,0.9997718897357117,1.3765934705734253,79,607.22941,24.0,207300
1037000,0.0007,-18.11362075805664,12970,22.141265869140625,101.29515838623047,207399,0.9980778528843075,1.3772600889205933,79,607.0905900000001,24.0,207400
1037500,0.0007,-18.09829330444336,12976,301.1230773925781,415.2665100097656,207499,0.9053482264280319,1.373738408088684,79,607.0323400000001,24.0,207500
1038000,0.0007,-18.07767105102539,12982,189.78976440429688,124.48309326171875,207599,0.9980639807181433,1.369494915008545,79,607.00512,24.0,207600
1038500,0.0007,-18.04302215576172,12988,30.664377212524414,3.807913303375244,207699,0.9997504601196852,1.3654850721359253,79,606.99368,24.0,207700
1039000,0.0007,-18.06365394592285,12995,-57.62255859375,11.018136978149414,207799,0.9991080631152727,1.368675947189331,79,607.09017,24.0,207800
1039500,0.0007,-18.048751831054688,13001,3.8563072681427,0.06547722965478897,207899,0.9999480498699995,1.3686182498931885,79,607.15496,24.0,207900
1040000,0.0007,-18.05868911743164,13007,13.319272994995117,2.2315104007720947,207999,0.9999717530135968,1.3684707880020142,79,607.26401,24.0,208000
1040500,0.0007,-18.046329498291016,13015,34.55721664428711,23.18974494934082,208099,0.9715563338249922,1.3665144443511963,79,607.28079,24.0,208100
1041000,0.0007,-17.984350204467773,13022,185.3470916748047,109.49574279785156,208199,0.9981020851992071,1.3595534563064575,79,607.29213,24.0,208200
1041500,0.0007,-17.97482681274414,13029,18.43531036376953,1.3406141996383667,208299,0.999896252702456,1.3592733144760132,79,607.47417,24.0,208300
1042000,0.0007,-17.951730728149414,13036,-21.75910758972168,1.9343140125274658,208399,0.999624343967298,1.356665849685669,79,607.71787,24.0,208400
1042500,0.0007,-17.933761596679688,13042,12.036354064941406,0.5022352337837219,208499,0.9998224168084562,1.354319453239441,79,607.93064,24.0,208500
1043000,0.0007,-17.909221649169922,13048,-19.726810455322266,3.710400342941284,208599,0.9999556982475042,1.3529075384140015,79,608.1019200000001,24.0,208600
1043500,0.0007,-17.917097091674805,13054,-2.2301278114318848,8.928391456604004,208699,0.9868816649541259,1.353135585784912,79,608.30911,24.0,208700
1044000,0.0007,-17.925710678100586,13061,-236.2094268798828,186.4724884033203,208799,0.9854811932891607,1.354561448097229,79,608.67432,24.0,208800
1044500,0.0007,-17.935550689697266,13067,-7.053641319274902,0.19310344755649567,208899,0.9999886126133788,1.3566726446151733,79,609.1832599999999,24.0,208900
1045000,0.0007,-17.942291259765625,13073,-8.941064834594727,0.24035319685935974,208999,0.9999810259596416,1.356855869293213,79,609.5190600000001,24.0,209000
1045500,0.0007,-17.97573471069336,13079,-12.413475036621094,0.716195285320282,209099,0.9994783157017082,1.3610925674438477,79,609.7733599999999,24.0,209100
1046000,0.0007,-17.962081909179688,13085,28.00156021118164,111.2776870727539,209199,0.997899440350011,1.3593497276306152,79,609.73877,24.0,209200
1046500,0.0007,-17.976625442504883,13091,363.8332214355469,533.8079223632812,209299,0.889463797211647,1.3608307838439941,79,609.60205,24.0,209300
1047000,0.0007,-17.994739532470703,13098,-28.328683853149414,25.409374237060547,209399,0.9836334511637688,1.363303303718567,79,609.5663,24.0,209400
1047500,0.0007,-18.03095054626465,13104,42.115657806396484,5.773151874542236,209499,0.9995125985587947,1.3665921688079834,79,609.6333400000001,24.0,209500
1048000,0.0007,-18.052549362182617,13110,22.621103286743164,1.829301118850708,209599,0.9998144949349808,1.3701808452606201,79,609.9343,24.0,209600
1048500,0.0007,-18.039995193481445,13116,2.7208950519561768,0.04568931460380554,209699,0.9999287473256118,1.36918306350708,79,610.15286,24.0,209700
1049000,0.0007,-18.026147842407227,13122,21.797256469726562,110.60884094238281,209799,0.9978956116829067,1.368990421295166,79,610.3947699999999,24.0,209800
1049500,0.0007,-18.02487564086914,13128,495.1715393066406,1010.3402099609375,209899,0.5133279263973236,1.3714160919189453,79,610.51574,24.0,209900
1050000,0.0007,-18.009262084960938,13134,79.0566635131836,20.373069763183594,209999,0.996154302963987,1.369694709777832,79,610.70204,24.0,210000
1050500,0.0007,-18.015995025634766,13141,8.966785430908203,0.6042674779891968,210099,0.999849620697205,1.369696021080017,79,610.7865800000001,24.0,210100
1051000,0.0007,-18.042709350585938,13147,-13.278882026672363,0.6192987561225891,210199,0.9997696701757377,1.3732056617736816,79,610.9112000000001,24.0,210200
1051500,0.0007,-18.009681701660156,13153,12.557974815368652,0.5757116079330444,210299,0.9998334282718133,1.3690788745880127,79,610.9536899999999,24.0,210300
1052000,0.0007,-18.028011322021484,13159,-131.67861938476562,231.2039794921875,210399,0.9965038152877241,1.3729634284973145,79,611.0746,24.0,210400
1052500,0.0007,-18.04034423828125,13165,749.1578369140625,1758.1256103515625,210499,0.866955354809761,1.373755931854248,79,611.1265699999999,24.0,210500
1053000,0.0007,-18.044464111328125,13171,85.92884063720703,28.261398315429688,210599,0.9988472646800801,1.37745201587677,79,611.44159,24.0,210600
1053500,0.0007,-18.044340133666992,13177,30.039953231811523,3.4050872325897217,210699,0.9998987193685025,1.3780533075332642,79,611.74842,24.0,210700
1054000,0.0007,-18.049945831298828,13183,-641.181884765625,1310.615966796875,210799,0.999610735278111,1.3790196180343628,79,611.7795199999999,24.0,210800
1054500,0.0007,-18.03276824951172,13190,-13.667242050170898,0.6383176445960999,210899,0.9997917348373448,1.3782258033752441,79,611.2760099999999,24.0,210900
1055000,0.0007,-18.02980613708496,13196,79.62224578857422,131.40399169921875,210999,0.9976581139490008,1.3776742219924927,79,610.5999199999999,24.0,211000
1055500,0.0007,-18.000476837158203,13202,65.32979583740234,119.41837310791016,211099,0.828844740986824,1.3718619346618652,79,609.77594,24.0,211100
1056000,0.0007,-17.98331069946289,13208,111.71165466308594,101.10176849365234,211199,0.9573378264904022,1.3696355819702148,79,609.11852,24.0,211200
1056500,0.0007,-17.973628997802734,13214,84.59855651855469,178.59225463867188,211299,0.9448141865432262,1.3675397634506226,79,608.90371,24.0,211300
1057000,0.0007,-17.992902755737305,13220,-264.3417663574219,154.1263885498047,211399,0.9992850635899231,1.370874285697937,79,609.1780100000001,24.0,211400
1057500,0.0007,-17.961261749267578,13226,4.680787563323975,0.18822325766086578,211499,0.9996800616499968,1.3668392896652222,79,609.44817,24.0,211500
1058000,0.0007,-17.941125869750977,13232,1.248908519744873,103.77801513671875,211599,0.9980080961249769,1.3640633821487427,79,609.63288,24.0,211600
1058500,0.0007,-17.950700759887695,13239,91.98228454589844,132.97830200195312,211699,0.841845691204071,1.3669177293777466,79,609.69068,24.0,211700
1059000,0.0007,-17.94426918029785,13245,-30.93317222595215,76.3445816040039,211799,0.9479926489293575,1.3672207593917847,79,609.8020700000001,24.0,211800
1059500,0.0007,-17.95966148376465,13251,-321.5484619140625,420.5005798339844,211899,0.9461363255977631,1.3684653043746948,79,609.87434,24.0,211900
1060000,0.0007,-17.916208267211914,13257,-302.4925537109375,309.7721862792969,211999,0.9998592479387298,1.3630439043045044,79,610.04381,24.0,212000
1060500,0.0007,-17.881715774536133,13263,8.122450828552246,0.23999960720539093,212099,0.9997930839163018,1.3598546981811523,79,610.07228,24.0,212100
1061000,0.0007,-17.911712646484375,13270,18.462284088134766,105.78951263427734,212199,0.9979842484463006,1.3625282049179077,79,610.1295100000001,24.0,212200
1061500,0.0007,-17.899198532104492,13276,258.760498046875,343.1990966796875,212299,0.799096867442131,1.360312581062317,79,609.98274,24.0,212300
1062000,0.0007,-17.862749099731445,13282,-124.95384216308594,135.1431884765625,212399,0.9410632662475109,1.3549551963806152,79,609.88365,24.0,212400
1062500,0.0007,-17.869951248168945,13288,-309.06719970703125,469.30389404296875,212499,0.9424818493425846,1.354567527770996,79,609.90126,24.0,212500
1063000,0.0007,-17.860044479370117,13294,-376.6336669921875,452.02117919921875,212599,0.9995007329271175,1.3536076545715332,79,610.05948,24.0,212600
1063500,0.0007,-17.862096786499023,13300,3.0229671001434326,0.03898581489920616,212699,0.9999560840587947,1.35361909866333,79,610.2310500000001,24.0,212700
1064000,0.0007,-17.862741470336914,13306,-1.2127501964569092,109.29127502441406,212799,0.9978724489919841,1.3507933616638184,79,610.36439,24.0,212800
1064500,0.0007,-17.830780029296875,13313,396.92071533203125,568.2592163085938,212899,0.9378067664802074,1.3472849130630493,79,610.41841,24.0,212900
1065000,0.0007,-17.82848358154297,13319,150.72528076171875,119.8406753540039,212999,0.9665863551199436,1.346420407295227,79,610.5455499999999,24.0,213000
1065500,0.0007,-17.81245994567871,13325,-154.73745727539062,73.65339660644531,213099,0.9998992871987866,1.344653606414795,79,610.41339,24.0,213100
1066000,0.0007,-17.820741653442383,13331,11.523305892944336,0.5525239706039429,213199,0.9998776268330403,1.3455501794815063,79,610.41523,24.0,213200
1066500,0.0007,-17.840456008911133,13337,-3.0432357788085938,0.15830884873867035,213299,0.9995766807696782,1.350271463394165,79,610.5601399999999,24.0,213300
1067000,0.0007,-17.860851287841797,13343,-13.441676139831543,107.75401306152344,213399,0.9978677371982485,1.3519021272659302,79,610.80471,24.0,213400
1067500,0.0007,-17.85367202758789,13349,385.77056884765625,547.2470703125,213499,0.9354055821895599,1.3520292043685913,79,611.0761899999999,24.0,213500
1068000,0.0007,-17.863548278808594,13355,192.18177795410156,116.8509750366211,213599,0.9975037379190326,1.3535571098327637,79,611.48805,24.0,213600
1068500,0.0007,-17.88032341003418,13361,16.832782745361328,1.9355894327163696,213699,0.9995970368036069,1.355815052986145,79,611.6162599999999,24.0,213700
1069000,0.0007,-17.873001098632812,13368,18.8946475982666,0.9872503280639648,213799,0.9999789464545756,1.3548470735549927,79,611.5663300000001,24.0,213800
1069500,0.0007,-17.83637809753418,13374,-11.475415229797363,0.9230124354362488,213899,0.9986088217701763,1.350990653038025,79,611.54268,24.0,213900
1070000,0.0007,-17.845245361328125,13380,42.15819549560547,107.7573013305664,213999,0.9979353253729641,1.3537757396697998,79,611.4342600000001,24.0,214000
1070500,0.0007,-17.83976173400879,13386,392.6614685058594,515.8358154296875,214099,0.9293096140027046,1.3528504371643066,79,611.3786699999999,24.0,214100
1071000,0.0007,-17.842905044555664,13392,215.83853149414062,134.9156951904297,214199,0.9976850522216409,1.353286862373352,79,611.47021,24.0,214200
1071500,0.0007,-17.80606460571289,13399,16.64230728149414,1.186199426651001,214299,0.9999389458462247,1.348870873451233,79,611.62872,24.0,214300
1072000,0.0007,-17.803512573242188,13405,-27.25055503845215,2.7427423000335693,214399,0.9997091350378469,1.3486826419830322,79,611.6640100000001,24.0,214400
1072500,0.0007,-17.799211502075195,13411,6.804018974304199,0.13886654376983643,214499,0.9999583439785056,1.347561001777649,79,611.71709,24.0,214500
1073000,0.0007,-17.78411293029785,13417,14.82738971710205,107.37630462646484,214599,0.9979670499451458,1.346837043762207,79,611.73997,24.0,214600
1073500,0.0007,-17.783550262451172,13424,386.3085021972656,694.7476806640625,214699,0.8539621084928513,1.3474526405334473,79,611.71288,24.0,214700
1074000,0.0007,-17.782123565673828,13430,301.66326904296875,302.4468078613281,214799,0.9795265235006809,1.3482787609100342,79,611.8193799999999,24.0,214800
1074500,0.0007,-17.790163040161133,13436,27.503677368164062,3.453347682952881,214899,0.9995357371517457,1.3488116264343262,79,611.9104900000001,24.0,214900
1075000,0.0007,-17.781959533691406,13442,25.192672729492188,2.4022152423858643,214999,0.9997232981550042,1.3492802381515503,79,611.95945,24.0,215000
1075500,0.0007,-17.778667449951172,13448,6.220882415771484,0.3126814365386963,215099,0.9992517161299475,1.351791262626648,79,612.0233000000001,24.0,215100
1076000,0.0007,-17.778947830200195,13454,11.589215278625488,108.990966796875,215199,0.9979553334414959,1.3513239622116089,79,612.15445,24.0,215200
1076500,0.0007,-17.704742431640625,13461,282.7271728515625,392.0830993652344,215299,0.8691595196723938,1.341275691986084,79,612.10506,24.0,215300
1077000,0.0007,-17.723613739013672,13467,282.51947021484375,267.5292663574219,215399,0.972077926620841,1.3442226648330688,79,612.0635199999999,24.0,215400
1077500,0.0007,-17.736862182617188,13473,12.517555236816406,0.7661303281784058,215499,0.9999244770006044,1.3457404375076294,79,612.0381199999999,24.0,215500
1078000,0.0007,-17.692167282104492,13479,-5.192448616027832,0.34289902448654175,215599,0.9996686207014136,1.3407264947891235,79,611.93398,24.0,215600
1078500,0.0007,-17.684661865234375,13485,-8.852293014526367,1.9937423467636108,215699,0.9946078490465879,1.341546654701233,79,611.93265,24.0,215700
1079000,0.0007,-17.689531326293945,13492,-99.2286376953125,104.84431457519531,215799,0.9985755727393553,1.342468500137329,79,611.9505399999999,24.0,215800
1079500,0.0007,-17.715099334716797,13498,-68.16217041015625,189.79827880859375,215899,0.75218565762043,1.3471064567565918,79,612.0629299999999,24.0,215900
1080000,0.0007,-17.723676681518555,13504,33.9782600402832,632.11181640625,215999,0.5530208647251129,1.348275065422058,79,612.21632,24.0,216000
1080500,0.0007,-17.736766815185547,13510,-1.9467865228652954,120.87486267089844,216099,0.9550427831709385,1.3515398502349854,79,612.38207,24.0,216100
1081000,0.0007,-17.733102798461914,13516,-16.310091018676758,1.8128321170806885,216199,0.9990490453783423,1.3522673845291138,79,612.4663800000001,24.0,216200
1081500,0.0007,-17.748279571533203,13522,-7.195808410644531,0.27278339862823486,216299,0.9996315035095904,1.3543691635131836,79,612.45124,24.0,216300
1082000,0.0007,-17.73869514465332,13528,-9.820517539978027,1.3181698322296143,216399,0.9999780884081702,1.351887822151184,79,612.4491,24.0,216400
1082500,0.0007,-17.71426010131836,13534,-13.44398021697998,60.63383865356445,216499,0.9145622178912163,1.3501157760620117,79,612.26461,24.0,216500
1083000,0.0007,-17.713150024414062,13541,242.26254272460938,530.9725341796875,216599,0.7678134739398956,1.3515089750289917,79,612.0633,24.0,216600
1083500,0.0007,-17.704364776611328,13547,34.412471771240234,5.379054069519043,216699,0.9996478159737308,1.3494343757629395,79,612.09093,24.0,216700
1084000,0.0007,-17.730907440185547,13553,22.26230812072754,1.835953712463379,216799,0.9999172246753005,1.351513147354126,79,612.18777,24.0,216800
1084500,0.0007,-17.724733352661133,13559,-1.473100185394287,0.047627709805965424,216899,0.9998663589212811,1.3504149913787842,79,612.2966,24.0,216900
1085000,0.0007,-17.73206901550293,13565,-131.01858520507812,201.78414916992188,216999,0.9973767052870244,1.3524677753448486,79,612.56572,24.0,217000
1085500,0.0007,-17.738527297973633,13571,139.7784423828125,130.3597869873047,217099,0.8924346044659615,1.3550070524215698,79,612.69984,24.0,217100
1086000,0.0007,-17.786739349365234,13578,173.81491088867188,450.7561950683594,217199,0.7633768767118454,1.3623837232589722,79,612.6542499999999,24.0,217200
1086500,0.0007,-17.799453735351562,13584,20.567853927612305,2.2211010456085205,217299,0.9997071953839622,1.3635421991348267,79,612.55608,24.0,217300
