time/episodes,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/ent_coef_loss,train/ent_coef,train/learning_rate,train/critic_loss
6380,23,6570,-4925.567840000001,153120,24.0,3126.590087890625,153019,0.24636231362819672,0.6771686673164368,0.0003,140855.53125
6384,23,6574,-4924.99597,153216,24.0,2897.0048828125,153115,-0.30344656109809875,0.6782568693161011,0.0003,90723.96875
6388,23,6579,-4940.82533,153312,24.0,2807.0029296875,153211,0.30763110518455505,0.6741425395011902,0.0003,353904.34375
6392,23,6583,-4980.428239999999,153408,24.0,2946.69482421875,153307,0.21799692511558533,0.6720440983772278,0.0003,169622.234375
6396,23,6588,-5001.50846,153504,24.0,2993.90576171875,153403,0.26561325788497925,0.6703294515609741,0.0003,166849.125
6400,23,6592,-4983.761420000001,153600,24.0,3178.919189453125,153499,0.3730412423610687,0.6702929735183716,0.0003,92684.1171875
6404,23,6596,-4999.746279999999,153696,24.0,2911.130615234375,153595,0.45181602239608765,0.6717597842216492,0.0003,156706.125
6408,23,6600,-5004.44359,153792,24.0,2930.32861328125,153691,-0.36598706245422363,0.6705315113067627,0.0003,101793.46875
6412,23,6605,-4992.22657,153888,24.0,2798.12939453125,153787,-0.03201302886009216,0.670373260974884,0.0003,195075.0625
6416,23,6609,-4968.221950000001,153984,24.0,2973.355224609375,153883,0.41146209836006165,0.6678590774536133,0.0003,100152.9375
6420,23,6613,-4988.32585,154080,24.0,2996.2734375,153979,0.22478348016738892,0.6705563068389893,0.0003,188960.1875
6424,23,6617,-4994.99129,154176,24.0,3030.687255859375,154075,0.16671514511108398,0.6674113869667053,0.0003,185866.359375
6428,23,6621,-4996.28827,154272,24.0,3171.30810546875,154171,-0.1593879610300064,0.6693925261497498,0.0003,113614.078125
6432,23,6625,-5008.236709999999,154368,24.0,2840.818359375,154267,0.2813783288002014,0.6715877056121826,0.0003,152269.09375
6436,23,6629,-4981.2963199999995,154464,24.0,3120.064697265625,154363,0.24989302456378937,0.6694320440292358,0.0003,194989.796875
6440,23,6633,-5004.819420000001,154560,24.0,2936.1181640625,154459,-0.09102185070514679,0.6678277850151062,0.0003,118970.125
6444,23,6637,-5001.132430000001,154656,24.0,3179.119140625,154555,-0.621768593788147,0.6692781448364258,0.0003,45214.90234375
6448,23,6642,-4975.99584,154752,24.0,3143.71337890625,154651,0.2960631847381592,0.6695870161056519,0.0003,226249.734375
6452,23,6646,-4997.55457,154848,24.0,3141.81201171875,154747,0.6517316102981567,0.6676846146583557,0.0003,118410.6875
6456,23,6650,-4960.36982,154944,24.0,2980.8662109375,154843,-0.2560705542564392,0.6647464632987976,0.0003,181046.546875
6460,23,6654,-4984.470499999999,155040,24.0,2906.141357421875,154939,0.5600416660308838,0.6594122052192688,0.0003,164747.46875
6464,23,6658,-5005.38054,155136,24.0,2840.795654296875,155035,0.34783729910850525,0.6590034365653992,0.0003,90483.34375
6468,23,6662,-5004.799929999999,155232,24.0,2734.97314453125,155131,-0.5394372940063477,0.660169243812561,0.0003,123377.34375
6472,23,6666,-5012.530839999999,155328,24.0,2921.6044921875,155227,-0.4959142804145813,0.6658357977867126,0.0003,121908.03125
6476,23,6670,-4994.0348699999995,155424,24.0,2651.126953125,155323,-0.4840206205844879,0.6630017757415771,0.0003,58718.1015625
6480,23,6674,-5018.75797,155520,24.0,2942.826416015625,155419,-0.18715299665927887,0.6608668565750122,0.0003,91951.75
6484,23,6678,-5026.98051,155616,24.0,2897.81494140625,155515,0.07499842345714569,0.660399854183197,0.0003,149479.09375
6488,23,6682,-5062.57864,155712,24.0,2911.065185546875,155611,0.22232985496520996,0.6604434847831726,0.0003,228093.671875
6492,23,6686,-5027.94212,155808,24.0,3078.34130859375,155707,-0.0513787567615509,0.6627079248428345,0.0003,189601.0625
6496,23,6690,-5040.939179999999,155904,24.0,3096.271240234375,155803,-0.09199129790067673,0.6614215970039368,0.0003,156936.09375
6500,23,6695,-5040.661389999999,156000,24.0,2970.11328125,155899,-0.10932113230228424,0.6590486168861389,0.0003,115220.75
6504,23,6699,-5038.1744,156096,24.0,3080.54931640625,155995,-0.24636779725551605,0.656510591506958,0.0003,87523.640625
6508,23,6703,-5036.18474,156192,24.0,2861.227783203125,156091,-0.09737543761730194,0.6618763208389282,0.0003,142346.09375
6512,23,6707,-5065.20143,156288,24.0,2843.78564453125,156187,-0.38515639305114746,0.6650174856185913,0.0003,221086.0
6516,23,6711,-5100.027240000001,156384,24.0,2935.63916015625,156283,0.14196796715259552,0.6623561382293701,0.0003,138430.96875
6520,23,6715,-5119.99317,156480,24.0,3058.20263671875,156379,-0.6266373991966248,0.6606764793395996,0.0003,83011.375
6524,23,6719,-5119.07973,156576,24.0,2830.36962890625,156475,0.6532995104789734,0.6617072820663452,0.0003,152113.125
6528,23,6723,-5119.50283,156672,24.0,3104.6474609375,156571,-0.0029991893097758293,0.6625442504882812,0.0003,113115.421875
6532,23,6727,-5107.09061,156768,24.0,3040.0322265625,156667,0.8829613327980042,0.6601662635803223,0.0003,197118.84375
6536,23,6731,-5155.170410000001,156864,24.0,2723.64453125,156763,0.17074918746948242,0.6603325605392456,0.0003,140078.0625
6540,23,6735,-5163.01745,156960,24.0,2644.718505859375,156859,-1.1456634998321533,0.6560772657394409,0.0003,125158.296875
6544,23,6739,-5204.622630000001,157056,24.0,2936.6220703125,156955,-0.4092315137386322,0.6572210788726807,0.0003,106414.09375
6548,23,6743,-5233.93288,157152,24.0,3102.436767578125,157051,0.26810017228126526,0.6592119932174683,0.0003,131265.875
6552,23,6747,-5230.1720399999995,157248,24.0,3065.12158203125,157147,-0.07663240283727646,0.6570672392845154,0.0003,89933.203125
6556,23,6751,-5222.96367,157344,24.0,2907.943603515625,157243,-0.08512113988399506,0.6538702249526978,0.0003,95353.3203125
6560,23,6756,-5228.3274,157440,24.0,3248.8623046875,157339,0.3969939053058624,0.6537375450134277,0.0003,115841.046875
6564,23,6759,-5213.71241,157536,24.0,3002.667236328125,157435,-0.6126528978347778,0.6555631756782532,0.0003,117885.7734375
6568,23,6764,-5207.97977,157632,24.0,2884.66650390625,157531,-0.27240702509880066,0.6505298018455505,0.0003,150911.28125
6572,23,6768,-5219.71427,157728,24.0,2899.061767578125,157627,0.25498032569885254,0.6496610641479492,0.0003,151912.640625
6576,23,6772,-5242.932049999999,157824,24.0,2968.144775390625,157723,0.09906861931085587,0.6522456407546997,0.0003,163953.53125
6580,23,6776,-5232.3355,157920,24.0,3200.7373046875,157819,0.3288707435131073,0.6546419262886047,0.0003,108413.7890625
6584,23,6780,-5233.48944,158016,24.0,3083.673095703125,157915,0.5818340182304382,0.6557203531265259,0.0003,135470.421875
6588,23,6785,-5225.9278300000005,158112,24.0,2881.7529296875,158011,-0.17561745643615723,0.6557663083076477,0.0003,114391.703125
6592,23,6789,-5243.93692,158208,24.0,2809.825439453125,158107,0.2715165615081787,0.6570053100585938,0.0003,91284.3515625
6596,23,6793,-5217.46421,158304,24.0,2964.5166015625,158203,0.2267790287733078,0.6554961800575256,0.0003,168981.5
6600,23,6797,-5239.733759999999,158400,24.0,2999.169921875,158299,0.2032899558544159,0.6579611897468567,0.0003,108198.828125
6604,23,6801,-5237.11525,158496,24.0,3107.45263671875,158395,0.06289666891098022,0.6575557589530945,0.0003,130050.078125
6608,23,6805,-5237.78092,158592,24.0,2938.42041015625,158491,-0.025838442146778107,0.6574992537498474,0.0003,151486.03125
6612,23,6809,-5186.58323,158688,24.0,2797.628173828125,158587,-0.5012944936752319,0.6543919444084167,0.0003,125704.3671875
6616,23,6813,-5154.841810000001,158784,24.0,2970.43115234375,158683,-0.43104496598243713,0.65909343957901,0.0003,104708.609375
6620,23,6817,-5105.1155100000005,158880,24.0,3019.2255859375,158779,-0.32410797476768494,0.6545845866203308,0.0003,83730.375
6624,23,6821,-5083.3654799999995,158976,24.0,2818.2900390625,158875,-0.28993070125579834,0.6514804363250732,0.0003,148571.703125
6628,23,6825,-5130.353150000001,159072,24.0,3059.12646484375,158971,0.026598364114761353,0.6481320858001709,0.0003,124480.890625
6632,23,6829,-5120.237969999999,159168,24.0,3097.741455078125,159067,-0.6586291790008545,0.6533464193344116,0.0003,66306.84375
6636,23,6833,-5104.293929999999,159264,24.0,2754.3955078125,159163,-0.2913913130760193,0.6574901938438416,0.0003,153904.84375
6640,23,6837,-5091.250059999999,159360,24.0,2889.22119140625,159259,0.13657939434051514,0.6571908593177795,0.0003,182408.21875
6644,23,6841,-5069.074030000001,159456,24.0,3031.4453125,159355,0.1070384532213211,0.6566107869148254,0.0003,118939.6796875
6648,23,6846,-5048.81409,159552,24.0,2909.47265625,159451,0.046809121966362,0.6560841202735901,0.0003,198633.34375
6652,23,6850,-5034.32348,159648,24.0,3253.7119140625,159547,0.10379082709550858,0.6550944447517395,0.0003,68417.390625
6656,23,6854,-5047.5819599999995,159744,24.0,3191.25341796875,159643,0.44984233379364014,0.6510226130485535,0.0003,184873.25
6660,23,6858,-5036.04389,159840,24.0,3068.80322265625,159739,-0.02202095091342926,0.6477010846138,0.0003,97910.234375
6664,23,6862,-5016.80816,159936,24.0,2956.194580078125,159835,-0.2406211793422699,0.6443524360656738,0.0003,145785.40625
6668,23,6867,-5023.64746,160032,24.0,3016.3740234375,159931,0.2139451652765274,0.645310640335083,0.0003,166001.609375
6672,23,6871,-4994.38944,160128,24.0,3041.223876953125,160027,0.5171628594398499,0.6476489305496216,0.0003,180336.5625
6676,23,6875,-5020.45248,160224,24.0,2793.189208984375,160123,-1.1339061260223389,0.6476301550865173,0.0003,136363.1875
6680,23,6880,-5007.07,160320,24.0,2961.261474609375,160219,0.015669729560613632,0.6455283761024475,0.0003,138824.1875
6684,23,6884,-5002.413820000001,160416,24.0,2956.83837890625,160315,0.5083067417144775,0.6451981067657471,0.0003,186640.625
6688,23,6888,-5008.2623699999995,160512,24.0,2963.41748046875,160411,-0.1836141049861908,0.6451360583305359,0.0003,237094.125
6692,23,6892,-5015.46453,160608,24.0,3332.17822265625,160507,-0.3402988016605377,0.6498847007751465,0.0003,78331.7421875
6696,23,6896,-5028.066889999999,160704,24.0,2906.21728515625,160603,-0.17849156260490417,0.6491749882698059,0.0003,141412.453125
6700,23,6900,-4985.551149999998,160800,24.0,3050.263427734375,160699,0.3880544602870941,0.6481602787971497,0.0003,135253.8125
6704,23,6904,-4949.61148,160896,24.0,3000.867919921875,160795,0.527456521987915,0.646397054195404,0.0003,213344.28125
6708,23,6908,-4914.25804,160992,24.0,2861.936279296875,160891,-0.20681637525558472,0.6473926901817322,0.0003,161748.21875
6712,23,6912,-4938.820709999999,161088,24.0,2878.515380859375,160987,-0.11550961434841156,0.646770179271698,0.0003,195540.0625
6716,23,6916,-4930.69052,161184,24.0,2968.5322265625,161083,-0.24821442365646362,0.6492099761962891,0.0003,107791.875
6720,23,6920,-4963.01431,161280,24.0,2890.855712890625,161179,0.05417509377002716,0.6469948291778564,0.0003,109435.09375
6724,23,6925,-5010.048720000001,161376,24.0,2939.048095703125,161275,0.21411603689193726,0.6492837071418762,0.0003,192429.6875
6728,23,6929,-4974.6173100000005,161472,24.0,2760.462158203125,161371,0.22389638423919678,0.6467909812927246,0.0003,141898.53125
6732,23,6933,-4966.211829999999,161568,24.0,3109.37548828125,161467,0.8955065608024597,0.6476417779922485,0.0003,144949.65625
6736,23,6937,-4951.7190200000005,161664,24.0,2861.968505859375,161563,-1.0393887758255005,0.6483442783355713,0.0003,72753.578125
6740,23,6941,-4964.80045,161760,24.0,2832.44140625,161659,-0.06467103958129883,0.6506699919700623,0.0003,128621.6328125
6744,23,6945,-4948.517339999999,161856,24.0,2901.01123046875,161755,0.10870939493179321,0.6554090976715088,0.0003,139895.28125
6748,23,6949,-4965.7318700000005,161952,24.0,2972.99560546875,161851,-0.5952332019805908,0.6541234850883484,0.0003,143899.53125
6752,23,6953,-4973.92734,162048,24.0,2761.031005859375,161947,-0.5458911061286926,0.6546039581298828,0.0003,78020.6875
6756,23,6958,-5016.53914,162144,24.0,2945.0517578125,162043,-0.762311577796936,0.6558467149734497,0.0003,115006.828125
6760,23,6962,-5070.93308,162240,24.0,2957.100830078125,162139,-0.33718961477279663,0.6568959951400757,0.0003,92640.4375
6764,23,6966,-5133.0682400000005,162336,24.0,2857.195068359375,162235,-0.6198187470436096,0.6585204005241394,0.0003,115743.5
6768,23,6970,-5156.269130000001,162432,24.0,2896.0703125,162331,0.1356470286846161,0.6574503183364868,0.0003,349250.0625
6772,23,6974,-5192.45833,162528,24.0,3091.187744140625,162427,0.28851526975631714,0.6558919548988342,0.0003,72310.921875
6776,23,6978,-5181.96227,162624,24.0,2781.16015625,162523,0.24936150014400482,0.6569843888282776,0.0003,219541.109375
6780,23,6982,-5216.91691,162720,24.0,3008.388427734375,162619,0.2230047881603241,0.6606417298316956,0.0003,106739.40625
6784,23,6986,-5231.8186399999995,162816,24.0,2917.94775390625,162715,0.5356378555297852,0.6625280976295471,0.0003,148558.890625
6788,23,6990,-5251.43641,162912,24.0,2738.06982421875,162811,-0.3825919032096863,0.6635489463806152,0.0003,132902.96875
6792,23,6994,-5289.53013,163008,24.0,2866.2080078125,162907,0.21323855221271515,0.6620718240737915,0.0003,108956.890625
6796,23,6998,-5326.20201,163104,24.0,3096.635009765625,163003,0.39117273688316345,0.6628533601760864,0.0003,118581.0546875
6800,23,7002,-5387.4617899999985,163200,24.0,3055.134765625,163099,0.05257410556077957,0.6661093831062317,0.0003,105888.390625
6804,23,7006,-5445.94479,163296,24.0,3033.455078125,163195,0.2067970335483551,0.6714469790458679,0.0003,185374.203125
6808,23,7010,-5544.233649999998,163392,24.0,2998.298095703125,163291,-0.0030869469046592712,0.6679810881614685,0.0003,158951.15625
6812,23,7014,-5597.49211,163488,24.0,2806.87548828125,163387,-0.5196679830551147,0.6627373695373535,0.0003,103436.90625
6816,23,7018,-5628.34779,163584,24.0,2804.27880859375,163483,0.04238578677177429,0.6568723917007446,0.0003,117013.171875
6820,23,7022,-5632.97687,163680,24.0,3062.51806640625,163579,-0.5542162656784058,0.6547197699546814,0.0003,89870.53125
6824,23,7027,-5615.84818,163776,24.0,2864.4873046875,163675,-0.74428790807724,0.6515293717384338,0.0003,84161.9375
6828,23,7031,-5637.141039999997,163872,24.0,2957.050048828125,163771,0.4268006384372711,0.6510793566703796,0.0003,147443.28125
6832,23,7035,-5659.14527,163968,24.0,2912.181640625,163867,-0.5453084707260132,0.6503109335899353,0.0003,104369.78125
6836,23,7039,-5684.601470000001,164064,24.0,2849.734619140625,163963,-0.22080707550048828,0.6493313908576965,0.0003,89027.0625
6840,23,7043,-5652.439660000001,164160,24.0,2856.8193359375,164059,-0.28995704650878906,0.6489721536636353,0.0003,542181.1875
6844,23,7047,-5676.49901,164256,24.0,2791.781982421875,164155,0.5052054524421692,0.6520156860351562,0.0003,158007.9375
6848,23,7052,-5678.848949999999,164352,24.0,2880.291748046875,164251,-0.08755794167518616,0.65252286195755,0.0003,223108.171875
6852,23,7056,-5693.964059999999,164448,24.0,2952.85302734375,164347,-0.3119158446788788,0.6568086743354797,0.0003,148883.84375
6856,23,7060,-5673.409639999998,164544,24.0,2836.4306640625,164443,-0.3657286763191223,0.6529879570007324,0.0003,160222.765625
6860,23,7064,-5583.440299999999,164640,24.0,3070.0751953125,164539,0.22368799149990082,0.649632453918457,0.0003,123195.1796875
6864,23,7068,-5547.40664,164736,24.0,3068.4599609375,164635,0.10133038461208344,0.6503168344497681,0.0003,126943.8515625
6868,23,7072,-5478.80029,164832,24.0,2678.72607421875,164731,-0.24949729442596436,0.6480726003646851,0.0003,113141.2109375
6872,23,7076,-5429.32368,164928,24.0,2985.926513671875,164827,-0.048700034618377686,0.6472592949867249,0.0003,133222.59375
6876,23,7080,-5361.979620000002,165024,24.0,2977.1572265625,164923,0.05198539048433304,0.6488699316978455,0.0003,141816.34375
6880,23,7084,-5305.4448600000005,165120,24.0,3148.78466796875,165019,0.11872883141040802,0.6460604071617126,0.0003,154604.046875
6884,23,7088,-5277.82427,165216,24.0,2733.28271484375,165115,0.022694766521453857,0.6517416834831238,0.0003,136696.59375
6888,23,7092,-5247.892069999999,165312,24.0,2920.4990234375,165211,-0.1652783751487732,0.6490966081619263,0.0003,151797.125
6892,23,7096,-5196.47017,165408,24.0,3098.5859375,165307,0.2687324285507202,0.6508848071098328,0.0003,220221.875
6896,23,7100,-5168.98951,165504,24.0,2856.49609375,165403,0.07881661504507065,0.6495303511619568,0.0003,200125.875
6900,23,7105,-5123.4196999999995,165600,24.0,3036.315185546875,165499,-0.2585146129131317,0.6437562108039856,0.0003,186636.84375
6904,23,7109,-5047.22317,165696,24.0,2871.810546875,165595,0.24428622424602509,0.6454800367355347,0.0003,193488.78125
6908,23,7113,-4967.540639999999,165792,24.0,3014.658447265625,165691,0.3672633171081543,0.6467428803443909,0.0003,103571.2421875
6912,23,7117,-4871.5419999999995,165888,24.0,2868.6435546875,165787,-0.08478935062885284,0.650428056716919,0.0003,133903.875
6916,23,7121,-4847.16337,165984,24.0,2892.90966796875,165883,-0.3557840585708618,0.6491514444351196,0.0003,81731.625
6920,23,7125,-4789.7140500000005,166080,24.0,3067.970458984375,165979,-0.10445823520421982,0.6530522108078003,0.0003,314584.1875
6924,23,7129,-4770.1252700000005,166176,24.0,3081.767822265625,166075,-0.0906338095664978,0.6540506482124329,0.0003,222482.25
6928,23,7133,-4707.47053,166272,24.0,2689.524658203125,166171,0.5339885354042053,0.6513258814811707,0.0003,214608.5
6932,23,7137,-4681.926579999999,166368,24.0,2843.97412109375,166267,-0.14384841918945312,0.6516809463500977,0.0003,93289.21875
6936,23,7142,-4636.279489999999,166464,24.0,2834.9541015625,166363,0.08529011905193329,0.6530580520629883,0.0003,77210.8125
6940,23,7146,-4666.40923,166560,24.0,2858.743408203125,166459,-0.3694068491458893,0.6501926779747009,0.0003,100024.28125
6944,23,7150,-4644.01281,166656,24.0,2764.333251953125,166555,-0.1728023886680603,0.6488968133926392,0.0003,134569.21875
6948,23,7154,-4639.97627,166752,24.0,2809.977783203125,166651,0.2514094114303589,0.6481987237930298,0.0003,216922.03125
6952,23,7158,-4645.76977,166848,24.0,2985.12255859375,166747,-0.16011428833007812,0.6452254056930542,0.0003,170305.4375
6956,23,7162,-4609.074879999999,166944,24.0,2916.23583984375,166843,0.14051935076713562,0.6430535316467285,0.0003,230205.6875
6960,23,7167,-4635.12439,167040,24.0,2877.377197265625,166939,0.36595022678375244,0.6438680291175842,0.0003,95504.265625
6964,23,7171,-4601.317939999999,167136,24.0,3265.304931640625,167035,0.46911075711250305,0.6451866030693054,0.0003,84256.7734375
6968,23,7176,-4602.54782,167232,24.0,3016.678466796875,167131,-0.11811178922653198,0.6499547362327576,0.0003,143716.546875
6972,23,7181,-4621.73114,167328,24.0,2988.621337890625,167227,0.4251769185066223,0.6481921076774597,0.0003,214506.765625
6976,23,7185,-4657.4226499999995,167424,24.0,3010.313720703125,167323,-0.18323056399822235,0.6490980386734009,0.0003,146107.96875
6980,23,7189,-4646.85393,167520,24.0,2851.82275390625,167419,-0.2663445770740509,0.6475558876991272,0.0003,93892.40625
6984,23,7193,-4654.035510000001,167616,24.0,2874.7978515625,167515,-0.20743688941001892,0.6508913040161133,0.0003,146844.265625
6988,23,7197,-4624.43633,167712,24.0,2960.8525390625,167611,-0.1255083978176117,0.6469845175743103,0.0003,194508.375
6992,23,7201,-4621.273370000001,167808,24.0,2973.45654296875,167707,-1.085564136505127,0.646332859992981,0.0003,69669.71875
6996,23,7205,-4595.551490000001,167904,24.0,2989.296875,167803,0.3727731704711914,0.6478498578071594,0.0003,272501.8125
7000,23,7209,-4591.688320000001,168000,24.0,2914.28515625,167899,0.15265946090221405,0.6471750736236572,0.0003,187515.78125
7004,23,7213,-4628.356530000001,168096,24.0,2934.125732421875,167995,-0.0022513270378112793,0.6487447023391724,0.0003,170606.359375
7008,23,7218,-4622.11057,168192,24.0,2717.650634765625,168091,0.04747893288731575,0.6490594148635864,0.0003,197813.59375
7012,23,7223,-4655.19064,168288,24.0,2796.871337890625,168187,-0.060011688619852066,0.6480796933174133,0.0003,231383.09375
7016,23,7227,-4621.697950000001,168384,24.0,2992.737060546875,168283,-0.44014230370521545,0.6488444209098816,0.0003,151986.53125
7020,23,7231,-4632.74417,168480,24.0,2908.845458984375,168379,0.10851485282182693,0.6516955494880676,0.0003,278375.5625
7024,23,7235,-4632.1027,168576,24.0,2945.22802734375,168475,-0.1385301947593689,0.6535491943359375,0.0003,194788.75
7028,23,7239,-4646.80959,168672,24.0,2954.298095703125,168571,0.39908063411712646,0.6531144380569458,0.0003,232311.5
7032,23,7243,-4669.76452,168768,24.0,2994.65380859375,168667,-0.0002815406769514084,0.6554156541824341,0.0003,145690.78125
7036,23,7247,-4702.2144499999995,168864,24.0,2783.165771484375,168763,0.05824489891529083,0.6525542736053467,0.0003,119298.7578125
7040,23,7252,-4694.13673,168960,24.0,3020.255859375,168859,0.5475241541862488,0.6557111740112305,0.0003,179804.8125
7044,23,7256,-4679.480140000001,169056,24.0,2908.634765625,168955,-0.37363114953041077,0.6613754630088806,0.0003,175964.5
7048,23,7260,-4700.03235,169152,24.0,2959.91650390625,169051,0.3513695001602173,0.6551940441131592,0.0003,78710.2421875
7052,23,7264,-4666.87686,169248,24.0,2958.4072265625,169147,-0.38888537883758545,0.6575930118560791,0.0003,156862.234375
7056,23,7269,-4670.295139999999,169344,24.0,2812.182861328125,169243,-0.10676340013742447,0.656825602054596,0.0003,124146.96875
7060,23,7273,-4648.97076,169440,24.0,3119.337890625,169339,0.1879356950521469,0.6538140177726746,0.0003,130907.375
7064,23,7277,-4643.843339999999,169536,24.0,2918.020263671875,169435,-0.5080540776252747,0.6549072265625,0.0003,75575.734375
7068,23,7281,-4641.123980000001,169632,24.0,3018.32763671875,169531,-0.5221729278564453,0.6511402130126953,0.0003,178251.328125
7072,23,7285,-4629.2420600000005,169728,24.0,2938.6044921875,169627,0.5546876788139343,0.6490151882171631,0.0003,231001.609375
7076,23,7289,-4617.785749999999,169824,24.0,2849.4658203125,169723,0.09625270962715149,0.6479986310005188,0.0003,213760.015625
7080,23,7293,-4624.92458,169920,24.0,2944.695068359375,169819,-0.6894963979721069,0.6553213596343994,0.0003,165845.1875
7084,23,7297,-4610.844830000001,170016,24.0,3205.041259765625,169915,-0.25149381160736084,0.6555950045585632,0.0003,125082.671875
7088,23,7301,-4640.11158,170112,24.0,2676.12353515625,170011,-0.23176223039627075,0.6552659273147583,0.0003,133619.84375
7092,23,7306,-4633.42631,170208,24.0,2759.177001953125,170107,-0.17795506119728088,0.6546438932418823,0.0003,116230.3203125
7096,23,7310,-4658.987839999999,170304,24.0,3002.45166015625,170203,0.014149948954582214,0.6581059098243713,0.0003,128508.109375
7100,23,7314,-4703.78507,170400,24.0,2921.046875,170299,0.11201963573694229,0.6604661345481873,0.0003,185098.5
7104,23,7319,-4720.58417,170496,24.0,3059.72216796875,170395,0.12085829675197601,0.6549879312515259,0.0003,148512.5
7108,23,7323,-4791.08407,170592,24.0,2823.361572265625,170491,-0.21249166131019592,0.6563069224357605,0.0003,156106.078125
7112,23,7327,-4790.592449999999,170688,24.0,2869.861328125,170587,0.7295082807540894,0.6506606340408325,0.0003,274762.25
7116,23,7331,-4823.0468900000005,170784,24.0,3013.6240234375,170683,0.24740616977214813,0.6530926823616028,0.0003,206296.671875
7120,23,7336,-4869.85235,170880,24.0,2948.505859375,170779,0.1986769437789917,0.6580091714859009,0.0003,90813.375
7124,23,7340,-4929.485830000001,170976,24.0,3155.412353515625,170875,-0.3025376796722412,0.6562551259994507,0.0003,111078.390625
7128,23,7344,-4975.5635999999995,171072,24.0,2880.3505859375,170971,0.023083925247192383,0.6519851088523865,0.0003,81408.9453125
7132,23,7348,-4956.688249999999,171168,24.0,3058.43701171875,171067,-0.4918680191040039,0.6486502885818481,0.0003,278791.6875
7136,23,7352,-4932.80335,171264,24.0,2943.936767578125,171163,0.47742903232574463,0.6497830748558044,0.0003,248632.0625
7140,23,7356,-4912.83645,171360,24.0,3103.02587890625,171259,0.31156978011131287,0.6497576832771301,0.0003,144088.171875
7144,23,7360,-4924.73188,171456,24.0,2840.72509765625,171355,-0.135650172829628,0.6520512104034424,0.0003,185933.859375
7148,23,7364,-4871.07869,171552,24.0,2906.375244140625,171451,0.4810410439968109,0.6509575247764587,0.0003,126553.390625
7152,23,7368,-4864.561019999999,171648,24.0,3234.511474609375,171547,0.27839183807373047,0.6523244380950928,0.0003,224698.03125
7156,23,7372,-4874.2959599999995,171744,24.0,2997.9052734375,171643,-0.11669184267520905,0.6514667272567749,0.0003,131602.390625
7160,23,7377,-4911.15756,171840,24.0,2880.50048828125,171739,-0.05897686630487442,0.6532590985298157,0.0003,156118.4375
7164,23,7381,-4922.84026,171936,24.0,2992.03173828125,171835,0.08533720672130585,0.6541367769241333,0.0003,142696.75
7168,23,7385,-4905.607959999999,172032,24.0,2912.075927734375,171931,0.09111328423023224,0.6506475806236267,0.0003,87167.0625
7172,23,7389,-4903.618479999999,172128,24.0,2916.390380859375,172027,-0.052679285407066345,0.6493803262710571,0.0003,57173.8828125
7176,23,7393,-4911.3059,172224,24.0,3017.68603515625,172123,0.45717474818229675,0.6480512022972107,0.0003,155463.75
7180,23,7397,-4945.50287,172320,24.0,3019.94189453125,172219,-0.16158166527748108,0.6520864367485046,0.0003,149413.15625
7184,23,7401,-4939.1497899999995,172416,24.0,2953.046875,172315,0.025714442133903503,0.6551283597946167,0.0003,187896.21875
7188,23,7405,-4944.40443,172512,24.0,2899.78369140625,172411,-0.20977047085762024,0.657047688961029,0.0003,112120.3125
7192,23,7409,-4968.50946,172608,24.0,2925.61279296875,172507,-0.7161779999732971,0.6633266806602478,0.0003,111883.96875
7196,23,7413,-4981.52247,172704,24.0,3011.84814453125,172603,0.1251247227191925,0.6629360914230347,0.0003,195309.71875
7200,23,7418,-5035.824369999999,172800,24.0,3261.16845703125,172699,0.4383925795555115,0.6640592217445374,0.0003,131426.5625
7204,23,7421,-5050.46938,172896,24.0,3113.4111328125,172795,-0.5407207012176514,0.6636655926704407,0.0003,116891.6015625
7208,23,7426,-5014.444060000001,172992,24.0,3005.1611328125,172891,0.25122618675231934,0.6580608487129211,0.0003,154572.765625
7212,23,7430,-4983.286709999999,173088,24.0,3027.52197265625,172987,0.5188028216362,0.6589876413345337,0.0003,49903.4765625
7216,23,7434,-4951.409030000001,173184,24.0,2882.6982421875,173083,-0.5682170987129211,0.6608573794364929,0.0003,60938.1875
7220,23,7438,-4929.757980000001,173280,24.0,2968.467041015625,173179,0.29748326539993286,0.6594788432121277,0.0003,102551.75
7224,23,7442,-4919.847359999999,173376,24.0,3140.8544921875,173275,0.3661732077598572,0.6618730425834656,0.0003,188491.9375
7228,23,7446,-4938.06681,173472,24.0,2793.157958984375,173371,-0.0970313772559166,0.6638559699058533,0.0003,156512.40625
7232,23,7450,-4996.5406,173568,24.0,2951.8818359375,173467,0.431016743183136,0.6626321077346802,0.0003,153759.21875
7236,23,7454,-5012.094500000001,173664,24.0,3006.98779296875,173563,0.20510819554328918,0.6600227355957031,0.0003,176603.34375
7240,23,7458,-5027.574700000001,173760,24.0,3079.9228515625,173659,0.3609429597854614,0.6596409678459167,0.0003,208237.5625
7244,23,7462,-5017.59711,173856,24.0,2900.727294921875,173755,-0.5714814066886902,0.6543508172035217,0.0003,74553.8125
7248,23,7466,-4996.46432,173952,24.0,2965.54052734375,173851,0.6025938987731934,0.6539177894592285,0.0003,279468.875
7252,23,7470,-5010.312940000001,174048,24.0,3067.439208984375,173947,-0.5852149128913879,0.6549117565155029,0.0003,115943.53125
