time/time_elapsed,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/is_line_search_success,train/learning_rate,train/explained_variance,train/policy_objective,train/value_loss,train/n_updates,train/kl_divergence_loss,train/std
3786,24.0,94,50,321.90772,192512,1.0,0.001,0.9304020181298256,0.06524355709552765,823.6283718109131,93,0.007384349126368761,1.183120608329773
3827,24.0,95,50,324.2204,194560,1.0,0.001,0.9345074445009232,0.04844246432185173,823.065484237671,94,0.007100546266883612,1.1759096384048462
3869,24.0,96,50,331.11452,196608,1.0,0.001,0.929851584136486,0.06954598426818848,868.2948398590088,95,0.007424348499625921,1.1836321353912354
3911,24.0,97,50,337.78796,198656,1.0,0.001,0.9295037388801575,0.07582107186317444,884.7045845031738,96,0.006993552669882774,1.1887118816375732
3950,24.0,98,50,342.87187,200704,1.0,0.001,0.931626133620739,0.07341326028108597,853.4662925720215,97,0.007717244327068329,1.1921722888946533
3989,24.0,99,50,342.14298999999994,202752,1.0,0.001,0.9301530867815018,0.06284835934638977,930.850583267212,98,0.007047894410789013,1.1859709024429321
4032,24.0,100,50,346.60053,204800,1.0,0.001,0.9302266985177994,0.04250588268041611,946.999584197998,99,0.005411382298916578,1.185519814491272
4072,24.0,101,50,346.92179000000004,206848,1.0,0.001,0.9333398565649986,0.04761720076203346,985.931806564331,100,0.00689610093832016,1.1965798139572144
4112,24.0,102,50,352.9933800000001,208896,1.0,0.001,0.9296107962727547,0.07148081064224243,968.2722267150879,101,0.008584314025938511,1.1976888179779053
4154,24.0,103,50,361.87469000000004,210944,1.0,0.001,0.9308184236288071,0.071213498711586,968.1523468017579,102,0.006559518165886402,1.1955612897872925
4194,24.0,104,50,367.90005999999994,212992,1.0,0.001,0.9234680607914925,0.06465466320514679,951.0156620025634,103,0.008027165196835995,1.1847487688064575
4236,24.0,105,50,374.7771599999999,215040,1.0,0.001,0.919016495347023,0.07831105589866638,972.1878189086914,104,0.007800735533237457,1.178368091583252
4278,24.0,106,50,379.5673900000001,217088,1.0,0.001,0.9254653081297874,0.058764681220054626,1005.2160743713379,105,0.00704521220177412,1.184839129447937
4318,24.0,107,50,381.80943999999994,219136,1.0,0.001,0.9218303859233856,0.048708368092775345,1038.3800590515136,106,0.0076970309019088745,1.192339301109314
4359,24.0,108,50,382.5424799999999,221184,1.0,0.001,0.9182218983769417,0.05849689617753029,1095.5187717437743,107,0.006176863797008991,1.1947453022003174
4398,24.0,109,50,383.06903,223232,1.0,0.001,0.9165419042110443,0.05615481361746788,1077.1712520599365,108,0.007037012372165918,1.1884407997131348
4438,24.0,110,50,389.78051000000005,225280,1.0,0.001,0.9195806533098221,0.06940653920173645,1115.1757167816163,109,0.00819637905806303,1.1894632577896118
4480,24.0,111,50,391.5181199999999,227328,1.0,0.001,0.9151029661297798,0.06041143089532852,1110.7264026641847,110,0.007929038256406784,1.1907169818878174
4522,24.0,112,50,389.61689,229376,1.0,0.001,0.9178536683320999,0.05793837085366249,1153.6234996795654,111,0.007385218515992165,1.1868056058883667
4562,24.0,113,50,396.2715599999999,231424,1.0,0.001,0.9151085019111633,0.06317485868930817,1169.704088973999,112,0.0077705103904008865,1.1875568628311157
4603,24.0,114,50,405.74276,233472,1.0,0.001,0.9120984897017479,0.06933707743883133,1208.051664352417,113,0.008244311437010765,1.1831058263778687
4644,24.0,115,50,413.2984699999999,235520,1.0,0.001,0.9141131639480591,0.06441588699817657,1251.6622177124023,114,0.006945217959582806,1.187136173248291
4684,24.0,116,50,419.31953,237568,1.0,0.001,0.9126266986131668,0.08003939688205719,1311.0143505096435,115,0.007906987331807613,1.1904454231262207
4727,24.0,117,50,422.6559999999999,239616,1.0,0.001,0.9054626151919365,0.07407259196043015,1317.7130424499512,116,0.007081310730427504,1.1861860752105713
4765,24.0,118,50,427.13235000000003,241664,1.0,0.001,0.9028283432126045,0.06139332056045532,1429.2294273376465,117,0.006744738202542067,1.1863049268722534
4809,24.0,119,50,432.27034,243712,1.0,0.001,0.9051305279135704,0.06253673136234283,1452.5565742492677,118,0.008947561495006084,1.1844700574874878
4848,24.0,120,50,438.56343,245760,1.0,0.001,0.8989610373973846,0.06591476500034332,1513.2422821044922,119,0.008008109405636787,1.1866158246994019
4887,24.0,121,50,439.67440000000016,247808,1.0,0.001,0.9000353962182999,0.05627361685037613,1551.1362480163575,120,0.006540149915963411,1.1844643354415894
4931,24.0,122,50,438.14147999999994,249856,1.0,0.001,0.9024779051542282,0.06441846489906311,1565.9762298583985,121,0.006824467796832323,1.1945264339447021
4971,24.0,123,50,448.88663999999994,251904,1.0,0.001,0.9017812237143517,0.07779911160469055,1584.772325897217,122,0.008688506670296192,1.20378577709198
5012,24.0,124,50,451.19431999999995,253952,1.0,0.001,0.8973831683397293,0.07977601885795593,1588.2672058105468,123,0.00754459947347641,1.2096312046051025
5054,24.0,125,50,451.1192,256000,1.0,0.001,0.8966553434729576,0.06208977475762367,1695.0062690734862,124,0.006200398784130812,1.2089239358901978
5094,24.0,126,50,452.24226999999996,258048,1.0,0.001,0.8963964655995369,0.056621599942445755,1743.7808059692384,125,0.005679641384631395,1.2049638032913208
5136,24.0,127,50,454.38800000000003,260096,1.0,0.001,0.9003855213522911,0.0562078058719635,1660.8422843933106,126,0.006326526869088411,1.203334093093872
5176,24.0,128,50,456.86103,262144,1.0,0.001,0.8883006125688553,0.047711312770843506,1768.3951927185058,127,0.008480717428028584,1.2002320289611816
5217,24.0,129,50,459.91791000000006,264192,1.0,0.001,0.8951376378536224,0.06669682264328003,1733.17950592041,128,0.00788672175258398,1.1961010694503784
5259,24.0,130,50,464.97525999999993,266240,1.0,0.001,0.8921566754579544,0.0520646870136261,1806.0409072875977,129,0.006054942030459642,1.2012079954147339
5298,24.0,131,50,466.5303299999999,268288,1.0,0.001,0.8937401920557022,0.0545913465321064,1836.7621047973632,130,0.0072354525327682495,1.1968085765838623
5337,24.0,132,50,470.65413,270336,1.0,0.001,0.8961048722267151,0.05507771298289299,1804.501111602783,131,0.007995580323040485,1.1982136964797974
5379,24.0,133,50,474.75292,272384,1.0,0.001,0.8898062035441399,0.07410518079996109,1807.5871879577637,132,0.007128510158509016,1.2059326171875
5419,24.0,134,50,479.71358999999995,274432,1.0,0.001,0.8849014714360237,0.0522838719189167,1927.1690864562988,133,0.007511399686336517,1.207126498222351
5459,24.0,135,50,479.83706,276480,1.0,0.001,0.8806374296545982,0.0986328125,1980.7631744384767,134,0.007717351894825697,1.2028053998947144
