train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/step_size,train/iterations,rollout/return_std,time/total_timesteps,time/fps,train/delta_std,time/time_elapsed
0.02,643.59125,24.0,0.0006711407331749797,597,3.7250008583068848,229632,54,0.05,4217
0.02,643.538125,24.0,0.0007326899212785065,598,3.4120843410491943,230016,54,0.05,4224
0.02,643.8021875,24.0,0.0010951149743050337,599,2.282865047454834,230400,54,0.05,4231
0.02,641.344375,24.0,0.0007411160622723401,600,3.3732903003692627,230784,54,0.05,4238
0.02,643.105,24.0,0.0006713417824357748,601,3.7238852977752686,231168,54,0.05,4245
0.02,645.11,24.0,0.0015236134640872478,602,1.6408360004425049,231552,54,0.05,4252
0.02,642.194375,24.0,0.0005493495846167207,603,4.550836086273193,231936,54,0.05,4259
0.02,642.81125,24.0,0.0007140716188587248,604,3.501049041748047,232320,54,0.05,4266
0.02,643.998125,24.0,0.0008520183619111776,605,2.934208869934082,232704,54,0.05,4273
0.02,642.79,24.0,0.0006698807701468468,606,3.732006788253784,233088,54,0.05,4280
0.02,641.915625,24.0,0.0004746755585074425,607,5.266755104064941,233472,54,0.05,4287
0.02,644.805625,24.0,0.001617893110960722,608,1.5452194213867188,233856,54,0.05,4294
0.02,643.540625,24.0,0.0007387520745396614,609,3.384084939956665,234240,54,0.05,4301
0.02,644.3987500000001,24.0,0.0010699887061491609,610,2.336472988128662,234624,54,0.05,4308
0.02,642.9181249999999,24.0,0.0005226943758316338,611,4.782909870147705,235008,54,0.05,4315
0.02,642.465625,24.0,0.0005218010046519339,612,4.791098594665527,235392,54,0.05,4322
0.02,643.859375,24.0,0.001062877243384719,613,2.3521058559417725,235776,54,0.05,4329
0.02,643.6893124999999,24.0,0.0006415874231606722,614,3.8965845108032227,236160,54,0.05,4336
0.02,644.105,24.0,0.0009039771975949407,615,2.7655560970306396,236544,54,0.05,4343
0.02,643.894375,24.0,0.0009478112915530801,616,2.63765549659729,236928,54,0.05,4350
0.02,643.986875,24.0,0.001010966137982905,617,2.47288179397583,237312,54,0.05,4357
0.02,641.348125,24.0,0.0005493286880664527,618,4.551009178161621,237696,54,0.05,4364
0.02,644.9068749999999,24.0,0.001737253274768591,619,1.4390530586242676,238080,54,0.05,4371
0.02,644.7774999999999,24.0,0.00110799097456038,620,2.256335735321045,238464,54,0.05,4378
0.02,641.569375,24.0,0.00046551329432986677,621,5.370415687561035,238848,54,0.05,4385
0.02,604.0993125,24.0,1.6896548913791776e-05,622,147.95919799804688,239232,54,0.05,4392
0.02,643.643875,24.0,0.0007546106353402138,623,3.3129665851593018,239616,54,0.05,4399
0.02,644.44125,24.0,0.0011536158854141831,624,2.1670987606048584,240000,54,0.05,4406
0.02,579.346875,24.0,9.94539641396841e-06,625,251.37255859375,240384,54,0.05,4413
0.02,640.9728124999999,24.0,0.00030556265846826136,626,8.181628227233887,240768,54,0.05,4420
0.02,642.496875,24.0,0.0005582268931902945,627,4.478465557098389,241152,54,0.05,4427
0.02,643.2731249999999,24.0,0.0006595009472221136,628,3.7907447814941406,241536,54,0.05,4434
0.02,644.1033125,24.0,0.0010060906643047929,629,2.484865188598633,241920,54,0.05,4441
0.02,643.660625,24.0,0.000673790171276778,630,3.710353374481201,242304,54,0.05,4448
0.02,642.9775,24.0,0.0009923642501235008,631,2.519235849380493,242688,54,0.05,4455
0.02,643.4925000000001,24.0,0.0008821446099318564,632,2.8340020179748535,243072,54,0.05,4461
0.02,644.07625,24.0,0.0009914626134559512,633,2.521527051925659,243456,54,0.05,4468
0.02,644.26875,24.0,0.0008027159492485225,634,3.114426374435425,243840,54,0.05,4475
0.02,640.6785,24.0,0.0002955030067823827,635,8.460150718688965,244224,54,0.05,4482
0.02,642.524375,24.0,0.0006837173132225871,636,3.6564815044403076,244608,54,0.05,4489
0.02,642.6481249999999,24.0,0.0008524887962266803,637,2.932589530944824,244992,54,0.05,4496
0.02,644.40125,24.0,0.001402397989295423,638,1.782660722732544,245376,54,0.05,4503
0.02,644.2703124999999,24.0,0.0010385604109615088,639,2.4071779251098633,245760,54,0.05,4510
0.02,644.4155625000001,24.0,0.0009245402179658413,640,2.7040464878082275,246144,54,0.05,4517
0.02,643.322,24.0,0.0006610610871575773,641,3.7817986011505127,246528,54,0.05,4523
0.02,643.818125,24.0,0.0008451151079498231,642,2.958176612854004,246912,54,0.05,4530
0.02,643.7974999999999,24.0,0.000746752368286252,643,3.347829818725586,247296,54,0.05,4537
0.02,644.965625,24.0,0.0014373889425769448,644,1.7392646074295044,247680,54,0.05,4544
0.02,642.40375,24.0,0.000544771843124181,645,4.589076995849609,248064,54,0.05,4551
0.02,643.6356249999999,24.0,0.0006617208709940314,646,3.7780277729034424,248448,54,0.05,4558
0.02,644.1131250000001,24.0,0.000832485849969089,647,3.003053903579712,248832,54,0.05,4564
0.02,643.34375,24.0,0.0009052303503267467,648,2.761727809906006,249216,54,0.05,4571
0.02,643.643875,24.0,0.0005295713199302554,649,4.720799446105957,249600,54,0.05,4578
0.02,644.403125,24.0,0.0006707590073347092,650,3.727120876312256,249984,54,0.05,4585
0.02,642.8549999999999,24.0,0.0006594956503249705,651,3.7907750606536865,250368,54,0.05,4592
0.02,642.94,24.0,0.0005642481264658272,652,4.430675029754639,250752,54,0.05,4599
0.02,643.3525,24.0,0.000664621009491384,653,3.7615420818328857,251136,54,0.05,4606
0.02,640.596875,24.0,0.00015611892740707844,654,16.0134334564209,251520,54,0.05,4613
0.02,641.33125,24.0,0.0002723761135712266,655,9.178483963012695,251904,54,0.05,4620
0.02,645.0065625,24.0,0.0016936850734055042,656,1.4760712385177612,252288,54,0.05,4627
0.02,644.615,24.0,0.0009016317781060934,657,2.7727503776550293,252672,54,0.05,4634
0.02,643.188125,24.0,0.0004945825785398483,658,5.05476713180542,253056,54,0.05,4641
0.02,643.0040624999999,24.0,0.0008550130296498537,659,2.92393159866333,253440,54,0.05,4648
0.02,644.5743749999999,24.0,0.001443686312995851,660,1.7316780090332031,253824,54,0.05,4655
0.02,643.921875,24.0,0.000672828929964453,661,3.7156546115875244,254208,54,0.05,4662
0.02,645.2099999999999,24.0,0.001491235918365419,662,1.6764616966247559,254592,54,0.05,4669
0.02,645.66625,24.0,0.0024192777927964926,663,1.033366084098816,254976,54,0.05,4676
0.02,644.6643750000001,24.0,0.0009973805863410234,664,2.5065653324127197,255360,54,0.05,4683
0.02,645.404625,24.0,0.0019881322514265776,665,1.257461428642273,255744,54,0.05,4690
0.02,643.73875,24.0,0.0008944917353801429,666,2.7948830127716064,256128,54,0.05,4696
0.02,645.0988749999999,24.0,0.0013416364090517163,667,1.8633958101272583,256512,54,0.05,4704
0.02,644.3718749999999,24.0,0.0007441996713168919,668,3.3593132495880127,256896,54,0.05,4710
0.02,643.6574999999999,24.0,0.0005332637229003012,669,4.688111782073975,257280,54,0.05,4717
0.02,644.5587499999999,24.0,0.0012000647839158773,670,2.0832204818725586,257664,54,0.05,4724
0.02,645.4868749999999,24.0,0.0012312228791415691,671,2.030501365661621,258048,54,0.05,4731
0.02,643.0918750000001,24.0,0.0006042030872777104,672,4.137681484222412,258432,54,0.05,4737
0.02,644.3812499999999,24.0,0.0009227234404534101,673,2.7093703746795654,258816,54,0.05,4745
0.02,643.5425,24.0,0.0007362737087532878,674,3.3954761028289795,259200,54,0.05,4751
0.02,641.6737499999999,24.0,0.0002471005718689412,675,10.117337226867676,259584,54,0.05,4758
0.02,641.228125,24.0,0.0004564168630167842,676,5.4774489402771,259968,54,0.05,4765
0.02,644.88375,24.0,0.0009466166375204921,677,2.640984296798706,260352,54,0.05,4772
0.02,643.7996875000001,24.0,0.0006430583889596164,678,3.88767147064209,260736,54,0.05,4779
0.02,644.885125,24.0,0.0012691537849605083,679,1.9698163270950317,261120,54,0.05,4786
0.02,644.4606249999999,24.0,0.0006281993119046092,680,3.979628324508667,261504,54,0.05,4793
0.02,645.42875,24.0,0.0014994258526712656,681,1.6673046350479126,261888,54,0.05,4800
0.02,645.109375,24.0,0.0010770552325993776,682,2.321143388748169,262272,54,0.05,4807
0.02,645.4649999999999,24.0,0.002717253752052784,683,0.9200463891029358,262656,54,0.05,4814
0.02,644.723125,24.0,0.0010326550109311938,684,2.4209437370300293,263040,54,0.05,4820
0.02,644.669375,24.0,0.0011287166271358728,685,2.214904546737671,263424,54,0.05,4827
0.02,644.9087499999999,24.0,0.0007553722825832665,686,3.3096261024475098,263808,54,0.05,4834
0.02,644.8824999999999,24.0,0.0011872471077367663,687,2.1057112216949463,264192,54,0.05,4841
0.02,643.635625,24.0,0.0004321837332099676,688,5.784576892852783,264576,54,0.05,4848
0.02,645.3106250000001,24.0,0.0027054804377257824,689,0.9240502119064331,264960,54,0.05,4856
0.02,644.7515625,24.0,0.0010963372187688947,690,2.280319929122925,265344,54,0.05,4862
0.02,641.7225,24.0,0.0004892351571470499,691,5.1100172996521,265728,54,0.05,4869
0.02,645.0725,24.0,0.0014838811475783587,692,1.684770941734314,266112,54,0.05,4877
0.02,640.221875,24.0,0.00019381912716198713,693,12.8986234664917,266496,54,0.05,4884
0.02,643.0563125,24.0,0.0007743501337245107,694,3.228513240814209,266880,54,0.05,4891
0.02,643.986875,24.0,0.0009051548549905419,695,2.761958122253418,267264,54,0.05,4898
0.02,645.351875,24.0,0.0018380791880190372,696,1.3601152896881104,267648,54,0.05,4905
0.02,645.27625,24.0,0.0034311767667531967,697,0.7286128401756287,268032,54,0.05,4911
0.02,643.4281249999999,24.0,0.0005821568774990737,698,4.294374942779541,268416,54,0.05,4919
0.02,644.7975,24.0,0.0010821265168488026,699,2.31026554107666,268800,54,0.05,4925
0.02,644.369375,24.0,0.000637848221231252,700,3.9194273948669434,269184,54,0.05,4933
0.02,645.3887500000001,24.0,0.004111644346266985,701,0.6080290675163269,269568,54,0.05,4940
0.02,637.20875,24.0,0.00010537794878473505,702,23.72412872314453,269952,54,0.05,4947
0.02,642.7464375,24.0,0.00038478567148558795,703,6.4971232414245605,270336,54,0.05,4954
0.02,644.09875,24.0,0.0012077420251443982,704,2.0699782371520996,270720,54,0.05,4960
0.02,643.27875,24.0,0.0005513801006600261,705,4.534077167510986,271104,54,0.05,4968
0.02,644.33375,24.0,0.001023823511786759,706,2.441826820373535,271488,54,0.05,4975
0.02,644.153125,24.0,0.0012348167365416884,707,2.0245916843414307,271872,54,0.05,4982
0.02,644.72375,24.0,0.0013785426272079349,708,1.8135093450546265,272256,54,0.05,4990
0.02,644.9168749999999,24.0,0.002111635636538267,709,1.1839162111282349,272640,54,0.05,4998
0.02,645.1875,24.0,0.002409281674772501,710,1.0376535654067993,273024,54,0.05,5005
0.02,645.3025,24.0,0.002359726931899786,711,1.059444546699524,273408,54,0.05,5012
0.02,644.528125,24.0,0.0008072810596786439,712,3.0968146324157715,273792,54,0.05,5019
0.02,644.243125,24.0,0.0007818320882506669,713,3.197617292404175,274176,54,0.05,5026
0.02,640.86875,24.0,0.00046275186468847096,714,5.402463436126709,274560,54,0.05,5033
0.02,644.7518749999999,24.0,0.001859699608758092,715,1.344303011894226,274944,54,0.05,5040
0.02,640.535625,24.0,0.0003200500796083361,716,7.811277389526367,275328,54,0.05,5047
0.02,642.9075,24.0,0.0008625458576716483,717,2.8983962535858154,275712,54,0.05,5054
0.02,642.965,24.0,0.0006561618647538126,718,3.810035228729248,276096,54,0.05,5061
0.02,645.2325,24.0,0.0023929220624268055,719,1.0447475910186768,276480,54,0.05,5068
0.02,644.108125,24.0,0.0008620997541584074,720,2.8998961448669434,276864,54,0.05,5075
0.02,643.579375,24.0,0.0009296464850194752,721,2.6891939640045166,277248,54,0.05,5082
0.02,644.203125,24.0,0.0012342416448518634,722,2.0255348682403564,277632,54,0.05,5089
0.02,644.6025000000001,24.0,0.0015462790615856647,723,1.6167844533920288,278016,54,0.05,5096
0.02,643.4675,24.0,0.0009590225527063012,724,2.606820583343506,278400,54,0.05,5103
0.02,642.4064375,24.0,0.00035796166048385203,725,6.983988285064697,278784,54,0.05,5110
0.02,644.183125,24.0,0.0007074789027683437,726,3.5336742401123047,279168,54,0.05,5116
0.02,645.140625,24.0,0.0012312571052461863,727,2.030444860458374,279552,54,0.05,5123
0.02,644.6986875,24.0,0.0015666513936594129,728,1.5957601070404053,279936,54,0.05,5130
0.02,643.0203125,24.0,0.0006987782544456422,729,3.5776727199554443,280320,54,0.05,5137
0.02,642.8625,24.0,0.0005380823276937008,730,4.646129131317139,280704,54,0.05,5144
0.02,644.31625,24.0,0.0007488582050427794,731,3.3384153842926025,281088,54,0.05,5151
0.02,643.493125,24.0,0.0006349364412017167,732,3.93740177154541,281472,54,0.05,5158
0.02,645.420625,24.0,0.003164410823956132,733,0.7900363206863403,281856,54,0.05,5165
0.02,643.8071875,24.0,0.0006995082949288189,734,3.5739386081695557,282240,54,0.05,5172
0.02,644.594375,24.0,0.0014468926237896085,735,1.727840542793274,282624,54,0.05,5179
0.02,644.7212499999999,24.0,0.0010268796468153596,736,2.4345595836639404,283008,54,0.05,5186
0.02,644.453125,24.0,0.0009761860128492117,737,2.5609869956970215,283392,54,0.05,5193
0.02,643.3609375000001,24.0,0.0005652941181324422,738,4.422476291656494,283776,54,0.05,5200
0.02,644.826875,24.0,0.0013701022835448384,739,1.8246811628341675,284160,54,0.05,5207
0.02,644.859375,24.0,0.0016048809047788382,740,1.5577478408813477,284544,54,0.05,5214
0.02,643.1581874999999,24.0,0.0004391645488794893,741,5.692626953125,284928,54,0.05,5221
0.02,644.2771875,24.0,0.0007861364283598959,742,3.1801092624664307,285312,54,0.05,5228
0.02,645.0925,24.0,0.0015909986104816198,743,1.5713400840759277,285696,54,0.05,5235
0.02,643.575625,24.0,0.0005349956918507814,744,4.672934532165527,286080,54,0.05,5242
0.02,644.00125,24.0,0.0006777432281523943,745,3.6887121200561523,286464,54,0.05,5248
0.02,645.686875,24.0,0.0036287643015384674,746,0.68893963098526,286848,54,0.05,5255
0.02,643.5894374999999,24.0,0.0005616428679786623,747,4.451227188110352,287232,54,0.05,5262
0.02,644.7371875,24.0,0.0008893783669918776,748,2.8109517097473145,287616,54,0.05,5269
0.02,645.135,24.0,0.0016011388506740332,749,1.5613884925842285,288000,54,0.05,5276
0.02,608.5068749999999,24.0,1.765597153280396e-05,750,141.59515380859375,288384,54,0.05,5283
0.02,645.198125,24.0,0.003039933042600751,751,0.8223863840103149,288768,54,0.05,5290
0.02,608.444375,24.0,1.7632451999816112e-05,752,141.78402709960938,289152,54,0.05,5297
0.02,643.895,24.0,0.0006739053642377257,753,3.70971941947937,289536,54,0.05,5304
0.02,643.4493749999999,24.0,0.0008130126516334713,754,3.0749826431274414,289920,54,0.05,5311
0.02,644.0487499999999,24.0,0.0005814210744574666,755,4.299809455871582,290304,54,0.05,5317
0.02,642.961875,24.0,0.00035641269641928375,756,7.014339923858643,290688,54,0.05,5324
0.02,644.2262499999999,24.0,0.0008186856284737587,757,3.0536746978759766,291072,54,0.05,5331
0.02,644.09375,24.0,0.0009866879554465413,758,2.533728837966919,291456,54,0.05,5338
0.02,645.234375,24.0,0.0017340244958177209,759,1.44173264503479,291840,54,0.05,5346
0.02,643.5999999999999,24.0,0.0005070485058240592,760,4.930494785308838,292224,54,0.05,5353
0.02,645.2774999999999,24.0,0.0010276308748871088,761,2.4327797889709473,292608,54,0.05,5361
0.02,643.348125,24.0,0.0005664829513989389,762,4.4131951332092285,292992,54,0.05,5368
0.02,644.891875,24.0,0.0013637096853926778,763,1.8332346677780151,293376,54,0.05,5376
0.02,645.0875,24.0,0.0011829723371192813,764,2.1133203506469727,293760,54,0.05,5382
0.02,645.188125,24.0,0.001781110535375774,765,1.4036184549331665,294144,54,0.05,5389
0.02,643.6131250000001,24.0,0.0006022745510563254,766,4.150930881500244,294528,54,0.05,5396
0.02,644.6268749999999,24.0,0.0005719051114283502,767,4.371354579925537,294912,54,0.05,5403
0.02,645.069375,24.0,0.0016539815114811063,768,1.511504054069519,295296,54,0.05,5410
0.02,644.5962499999999,24.0,0.0008054030477069318,769,3.1040356159210205,295680,54,0.05,5417
0.02,607.7462499999999,24.0,1.6718608094379306e-05,770,149.53396606445312,296064,54,0.05,5424
0.02,643.214375,24.0,0.000644942803774029,771,3.876312494277954,296448,54,0.05,5431
0.02,644.225,24.0,0.0006655778852291405,772,3.756134271621704,296832,54,0.05,5438
0.02,644.311875,24.0,0.0006077314610593021,773,4.113658905029297,297216,54,0.05,5445
0.02,619.6199999999999,24.0,2.42476071434794e-05,774,103.10295867919922,297600,54,0.05,5452
0.02,645.0293750000001,24.0,0.0010167330037802458,775,2.458855628967285,297984,54,0.05,5459
0.02,645.2373749999999,24.0,0.0022736673709005117,776,1.0995450019836426,298368,54,0.05,5466
0.02,606.17,24.0,1.6600595699856058e-05,777,150.5970001220703,298752,54,0.05,5473
0.02,645.6643750000001,24.0,0.0036430926993489265,778,0.6862300038337708,299136,54,0.05,5480
0.02,619.228125,24.0,2.4647648388054222e-05,779,101.42955017089844,299520,54,0.05,5486
0.02,643.87525,24.0,0.0010772213572636247,780,2.3207855224609375,299904,54,0.05,5493
0.02,643.5562500000001,24.0,0.0005552014335989952,781,4.502870082855225,300288,54,0.05,5500
0.02,644.1706250000001,24.0,0.000963829574175179,782,2.5938191413879395,300672,54,0.05,5507
0.02,643.8740625,24.0,0.0008061218541115522,783,3.1012678146362305,301056,54,0.05,5514
0.02,645.339375,24.0,0.002619836013764143,784,0.9542580246925354,301440,54,0.05,5521
0.02,645.240625,24.0,0.0019227092852815986,785,1.300248384475708,301824,54,0.05,5528
0.02,643.49125,24.0,0.0007226034067571163,786,3.459712028503418,302208,54,0.05,5535
0.02,645.16,24.0,0.0016879037721082568,787,1.4811269044876099,302592,54,0.05,5542
0.02,645.118125,24.0,0.0014009738806635141,788,1.7844727039337158,302976,54,0.05,5549
0.02,644.264375,24.0,0.000786602555308491,789,3.178224802017212,303360,54,0.05,5556
0.02,605.628125,24.0,1.6890453480300494e-05,790,148.01260375976562,303744,54,0.05,5563
0.02,644.4503749999999,24.0,0.0009067426435649395,791,2.7571215629577637,304128,54,0.05,5570
0.02,643.52625,24.0,0.0005870357272215188,792,4.2586846351623535,304512,54,0.05,5577
0.02,645.19625,24.0,0.0014926770236343145,793,1.6748430728912354,304896,54,0.05,5584
0.02,645.0425,24.0,0.001097320462577045,794,2.2782766819000244,305280,54,0.05,5591
0.02,644.7162500000001,24.0,0.000990130240097642,795,2.5249202251434326,305664,54,0.05,5598
0.02,643.52875,24.0,0.0006608644616790116,796,3.782923460006714,306048,54,0.05,5605
0.02,609.745,24.0,1.7637748896959238e-05,797,141.74143981933594,306432,54,0.05,5612
0.02,643.3924999999999,24.0,0.00046842958545312285,798,5.336981296539307,306816,54,0.05,5619
0.02,645.016875,24.0,0.0018828188767656684,799,1.327796220779419,307200,54,0.05,5626
0.02,608.135625,24.0,1.7731261323206127e-05,800,140.99391174316406,307584,54,0.05,5632
0.02,645.2137499999999,24.0,0.0016304990276694298,801,1.5332727432250977,307968,54,0.05,5639
0.02,644.7125,24.0,0.0009886795887723565,802,2.5286247730255127,308352,54,0.05,5646
0.02,645.4325,24.0,0.0013625576393678784,803,1.8347846269607544,308736,54,0.05,5653
0.02,644.95625,24.0,0.001877751899883151,804,1.3313791751861572,309120,54,0.05,5660
0.02,644.885625,24.0,0.0010065427049994469,805,2.4837491512298584,309504,54,0.05,5667
0.02,643.0371875,24.0,0.0006104438216425478,806,4.095380783081055,309888,54,0.05,5674
0.02,644.90625,24.0,0.0015407147584483027,807,1.622623324394226,310272,54,0.05,5681
0.02,644.231875,24.0,0.0005545045132748783,808,4.5085296630859375,310656,54,0.05,5688
0.02,644.5135625,24.0,0.0006603508372791111,809,3.7858662605285645,311040,54,0.05,5695
0.02,645.014375,24.0,0.001282255630940199,810,1.9496890306472778,311424,54,0.05,5702
0.02,643.4356250000001,24.0,0.0004947371198795736,811,5.053188800811768,311808,54,0.05,5709
0.02,644.7178124999999,24.0,0.0007652060012333095,812,3.2670938968658447,312192,54,0.05,5716
0.02,573.2925,24.0,1.2594227882800624e-05,813,198.5036163330078,312576,54,0.05,5723
0.02,607.634375,24.0,1.761366547725629e-05,814,141.93524169921875,312960,54,0.05,5730
0.02,643.564375,24.0,0.0005851206369698048,815,4.272623062133789,313344,54,0.05,5737
0.02,645.443125,24.0,0.0026961888652294874,816,0.9272345900535583,313728,54,0.05,5744
0.02,645.1276875000001,24.0,0.0018770109163597226,817,1.3319047689437866,314112,54,0.05,5751
0.02,645.103125,24.0,0.0011229721130803227,818,2.2262349128723145,314496,54,0.05,5758
0.02,644.106,24.0,0.0008912733173929155,819,2.8049755096435547,314880,54,0.05,5765
0.02,645.306875,24.0,0.0028645696584135294,820,0.8727312684059143,315264,54,0.05,5771
0.02,642.54625,24.0,0.0005201297462917864,821,4.806492805480957,315648,54,0.05,5778
0.02,645.44,24.0,0.002109709894284606,822,1.1849969625473022,316032,54,0.05,5785
0.02,645.333125,24.0,0.0015804858412593603,823,1.5817919969558716,316416,54,0.05,5792
0.02,645.353125,24.0,0.002982458332553506,824,0.838234543800354,316800,54,0.05,5799
0.02,644.9087499999999,24.0,0.0011081112315878272,825,2.2560908794403076,317184,54,0.05,5806
0.02,645.120625,24.0,0.0011493448400869966,826,2.175152063369751,317568,54,0.05,5813
0.02,642.910625,24.0,0.0005153315723873675,827,4.851245403289795,317952,54,0.05,5820
0.02,644.110625,24.0,0.0006680465303361416,828,3.7422537803649902,318336,54,0.05,5827
0.02,618.9187499999999,24.0,2.491165832907427e-05,829,100.35462188720703,318720,54,0.05,5834
0.02,607.253125,24.0,1.668030017754063e-05,830,149.8773956298828,319104,54,0.05,5841
0.02,644.3178125,24.0,0.0009630953427404165,831,2.595796823501587,319488,54,0.05,5848
0.02,609.6800000000001,24.0,1.7529459000797942e-05,832,142.6170654296875,319872,54,0.05,5855
0.02,643.61625,24.0,0.0008192891255021095,833,3.0514254570007324,320256,54,0.05,5862
0.02,644.465625,24.0,0.001178480451926589,834,2.121375560760498,320640,54,0.05,5869
0.02,643.9637499999999,24.0,0.0006223678356036544,835,4.0169172286987305,321024,54,0.05,5876
0.02,644.9962499999999,24.0,0.001968461088836193,836,1.2700275182724,321408,54,0.05,5883
0.02,644.039375,24.0,0.0006346526788547635,837,3.939162254333496,321792,54,0.05,5890
0.02,644.5174999999999,24.0,0.0008457742515020072,838,2.955871105194092,322176,54,0.05,5897
0.02,645.4013124999999,24.0,0.002591479569673538,839,0.9646996855735779,322560,54,0.05,5904
0.02,612.590625,24.0,1.957133281393908e-05,840,127.73784637451172,322944,54,0.05,5911
0.02,644.95875,24.0,0.0010440769838169217,841,2.3944590091705322,323328,54,0.05,5918
0.02,645.591875,24.0,0.0025282769929617643,842,0.9888156056404114,323712,54,0.05,5925
0.02,644.96375,24.0,0.001022612676024437,843,2.4447181224823,324096,54,0.05,5931
0.02,644.645625,24.0,0.0009475992410443723,844,2.6382458209991455,324480,54,0.05,5938
0.02,644.6412499999999,24.0,0.0010575633496046066,845,2.363924264907837,324864,54,0.05,5945
0.02,645.551875,24.0,0.0018029846251010895,846,1.3865896463394165,325248,54,0.05,5952
0.02,644.3600624999999,24.0,0.0009652520529925823,847,2.589996814727783,325632,54,0.05,5959
0.02,645.2662499999999,24.0,0.0013338025892153382,848,1.8743401765823364,326016,54,0.05,5966
0.02,644.80875,24.0,0.0006884830072522163,849,3.631171226501465,326400,54,0.05,5973
0.02,645.624375,24.0,0.00403885543346405,850,0.6189870834350586,326784,54,0.05,5980
0.02,644.2606249999999,24.0,0.000745474302675575,851,3.353569269180298,327168,54,0.05,5987
0.02,645.27875,24.0,0.001761855324730277,852,1.4189586639404297,327552,54,0.05,5994
0.02,643.874375,24.0,0.0005650296225212514,853,4.424546718597412,327936,54,0.05,6001
0.02,644.270625,24.0,0.0007846868829801679,854,3.185983896255493,328320,54,0.05,6008
0.02,644.45125,24.0,0.0007791442913003266,855,3.2086479663848877,328704,54,0.05,6015
0.02,645.3612499999999,24.0,0.002995002781972289,856,0.8347236514091492,329088,54,0.05,6022
0.02,645.3461249999999,24.0,0.001540175173431635,857,1.6231918334960938,329472,54,0.05,6029
0.02,644.5687499999999,24.0,0.0007952813757583499,858,3.143541097640991,329856,54,0.05,6036
0.02,644.916875,24.0,0.0007251723436638713,859,3.447455883026123,330240,54,0.05,6043
0.02,644.8924999999999,24.0,0.0008659618906676769,860,2.886962652206421,330624,54,0.05,6050
0.02,645.994375,24.0,0.011942322365939617,861,0.20933939516544342,331008,54,0.05,6057
0.02,644.5325,24.0,0.0010538225760683417,862,2.3723156452178955,331392,54,0.05,6064
0.02,644.9736875,24.0,0.0013434167485684156,863,1.8609265089035034,331776,54,0.05,6071
0.02,645.30625,24.0,0.0010581753449514508,864,2.3625569343566895,332160,54,0.05,6078
0.02,644.59125,24.0,0.0007402570336125791,865,3.3772048950195312,332544,54,0.05,6085
0.02,645.8456249999999,24.0,0.007005665916949511,866,0.3568539023399353,332928,54,0.05,6092
0.02,644.8656249999999,24.0,0.0007827642257325351,867,3.1938092708587646,333312,54,0.05,6099
0.02,644.4525,24.0,0.000948260014411062,868,2.6364073753356934,333696,54,0.05,6106
0.02,645.41375,24.0,0.0027332287281751633,869,0.9146689772605896,334080,54,0.05,6113
0.02,645.26875,24.0,0.001105701201595366,870,2.2610085010528564,334464,54,0.05,6120
0.02,618.9481249999999,24.0,2.3349486582446843e-05,871,107.06873321533203,334848,54,0.05,6127
0.02,644.4578125,24.0,0.0008592864614911377,872,2.9093902111053467,335232,54,0.05,6134
0.02,644.836875,24.0,0.0010894191218540072,873,2.2948005199432373,335616,54,0.05,6141
0.02,645.8931249999999,24.0,0.005406373646110296,874,0.46241703629493713,336000,54,0.05,6148
0.02,645.474375,24.0,0.0029147539753466845,875,0.8577051758766174,336384,54,0.05,6155
0.02,645.025625,24.0,0.00144790462218225,876,1.726632833480835,336768,54,0.05,6162
0.02,644.106875,24.0,0.0006608795374631882,877,3.7828376293182373,337152,54,0.05,6169
0.02,644.35875,24.0,0.0009410877828486264,878,2.6564998626708984,337536,54,0.05,6177
0.02,645.2093749999999,24.0,0.0013210104079917073,879,1.8924906253814697,337920,54,0.05,6184
0.02,644.8425,24.0,0.0007338787545450032,880,3.406557083129883,338304,54,0.05,6191
0.02,644.7225000000001,24.0,0.0009890961227938533,881,2.527559995651245,338688,54,0.05,6198
0.02,644.9399999999999,24.0,0.000810218567494303,882,3.0855867862701416,339072,54,0.05,6204
0.02,645.83375,24.0,0.0029444561805576086,883,0.8490530252456665,339456,54,0.05,6211
0.02,645.674375,24.0,0.002835683524608612,884,0.8816215395927429,339840,54,0.05,6219
0.02,644.8687499999999,24.0,0.0014095869846642017,885,1.7735689878463745,340224,54,0.05,6226
0.02,645.0378125,24.0,0.0011324853403493762,886,2.207533836364746,340608,54,0.05,6232
0.02,645.060625,24.0,0.0012518035946413875,887,1.9971182346343994,340992,54,0.05,6239
0.02,645.8824999999999,24.0,0.005368686746805906,888,0.4656630754470825,341376,54,0.05,6246
0.02,644.685625,24.0,0.0008701289771124721,889,2.8731369972229004,341760,54,0.05,6253
0.02,643.899375,24.0,0.000522550311870873,890,4.784228324890137,342144,54,0.05,6260
0.02,645.169375,24.0,0.0011184456525370479,891,2.2352447509765625,342528,54,0.05,6267
0.02,644.8,24.0,0.0010024651419371367,892,2.493851900100708,342912,54,0.05,6274
0.02,644.67125,24.0,0.001031791907735169,893,2.422968864440918,343296,54,0.05,6281
0.02,644.1587499999999,24.0,0.0007641211268492043,894,3.2717325687408447,343680,54,0.05,6288
0.02,644.8006250000001,24.0,0.0017287443624809384,895,1.446136236190796,344064,54,0.05,6295
0.02,646.048125,24.0,0.3336796164512634,896,0.007492091506719589,344448,54,0.05,6302
