time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,train/learning_rate,train/explained_variance,train/value_loss,train/clip_fraction,train/std,train/entropy_loss,train/n_updates,train/loss,train/approx_kl,train/policy_gradient_loss,train/clip_range
47,8628,413696,24.0,202,259.66044999999997,0.0003,0.9529510289430618,375.73809645175936,0.11962890625,0.9393508434295654,-14.867677861452103,2010,185.78924560546875,0.01103374,-0.007077266270061955,0.2
47,8669,415744,24.0,203,267.92437,0.0003,0.9546652026474476,370.9081820964813,0.142626953125,0.938558042049408,-14.858774113655091,2020,214.86038208007812,0.011817914,-0.009843379922676832,0.2
47,8715,417792,24.0,204,271.42080999999996,0.0003,0.9542810507118702,389.24096298217773,0.14560546875,0.9380320906639099,-14.85285970568657,2030,169.86508178710938,0.015168054,-0.008036605689267163,0.2
47,8762,419840,24.0,205,278.48726000000005,0.0003,0.9524778090417385,391.09499650001527,0.19248046875,0.9351907968521118,-14.833392789959907,2040,156.2020263671875,0.015372346,-0.01102300031343475,0.2
47,8804,421888,24.0,206,281.3834,0.0003,0.9579668864607811,368.96901693344114,0.126220703125,0.9342239499092102,-14.81146921813488,2050,188.73146057128906,0.011922268,-0.007024246886430774,0.2
47,8849,423936,24.0,207,281.78954999999996,0.0003,0.9576417319476604,364.23341903686526,0.145166015625,0.9335477948188782,-14.80045419037342,2060,151.7488250732422,0.01654303,-0.002579963790049078,0.2
47,8892,425984,24.0,208,287.32081999999997,0.0003,0.9576335661113262,361.62548644542693,0.154296875,0.9341551065444946,-14.804133883118629,2070,141.21180725097656,0.009696202,-0.0020907948899548503,0.2
47,8935,428032,24.0,209,295.5985,0.0003,0.9593530632555485,360.10116312503817,0.17265625,0.9356405735015869,-14.819451037049294,2080,370.0302429199219,0.04461989,-0.004137208221072797,0.2
47,8981,430080,24.0,210,301.12118999999996,0.0003,0.958485808223486,381.2018816709518,0.128515625,0.9371004700660706,-14.832855933904648,2090,242.5183563232422,0.010914817,-0.005521113669965416,0.2
47,9028,432128,24.0,211,304.93565,0.0003,0.9564207792282104,409.2358448266983,0.175,0.936981201171875,-14.841392078995705,2100,142.92971801757812,0.030665996,-0.010668699846428353,0.2
47,9073,434176,24.0,212,310.86212,0.0003,0.9521385878324509,423.58600239753724,0.1513671875,0.9344655871391296,-14.829867956042289,2110,301.232421875,0.027735783,-0.006276667486235965,0.2
47,9120,436224,24.0,213,311.67022000000003,0.0003,0.9570213966071606,418.5262651205063,0.135888671875,0.9329666495323181,-14.804152005910874,2120,208.63572692871094,0.010986407,-0.005629960590158589,0.2
47,9164,438272,24.0,214,318.85677,0.0003,0.9562758058309555,403.96748769283295,0.1404296875,0.9323883652687073,-14.790365815162659,2130,124.53763580322266,0.013519648,-0.007534849354124162,0.2
47,9211,440320,24.0,215,321.25819,0.0003,0.958216980099678,396.8139753341675,0.102099609375,0.9289668798446655,-14.76764511168003,2140,155.57427978515625,0.017015196,-0.007900954392971471,0.2
47,9251,442368,24.0,216,328.39477,0.0003,0.9629995003342628,364.3943549156189,0.106982421875,0.9295355081558228,-14.749896517395973,2150,168.28341674804688,0.01212999,-0.006413844740018248,0.2
47,9295,444416,24.0,217,331.46249000000006,0.0003,0.9555441215634346,406.243852853775,0.138427734375,0.9290770888328552,-14.75148264169693,2160,149.67337036132812,0.1392201,-0.00557074629177805,0.2
47,9338,446464,24.0,218,333.23400000000004,0.0003,0.9572642780840397,415.1926023006439,0.11357421875,0.9292225241661072,-14.749488857388496,2170,261.16351318359375,0.010632984,-0.007217440738895675,0.2
47,9383,448512,24.0,219,333.15085,0.0003,0.9645135812461376,368.7922832965851,0.154248046875,0.9278098940849304,-14.745579105615615,2180,119.84516143798828,0.010304244,-0.0055815813757362776,0.2
47,9424,450560,24.0,220,340.56820000000005,0.0003,0.9665016829967499,333.8381962537766,0.116748046875,0.9279375076293945,-14.730852344632149,2190,218.33428955078125,0.020607233,-0.0009297726806835272,0.2
47,9466,452608,24.0,221,344.76865999999995,0.0003,0.9674308784306049,356.9455885887146,0.12568359375,0.927166759967804,-14.731669348478317,2200,174.61131286621094,0.010830876,-0.006933160382322967,0.2
47,9507,454656,24.0,222,350.04004000000003,0.0003,0.9711570870131254,327.30688803195955,0.162060546875,0.9262807369232178,-14.720845460891724,2210,63.49285888671875,0.010592202,-0.005370481315185316,0.2
47,9556,456704,24.0,223,353.15822999999995,0.0003,0.9724550861865282,320.49042596817014,0.16845703125,0.9264047145843506,-14.714912769198417,2220,161.1584014892578,0.09525686,0.0005154842598130927,0.2
47,9607,458752,24.0,224,355.16566,0.0003,0.9687836989760399,332.51463384628295,0.129638671875,0.92673659324646,-14.716043165326118,2230,129.30282592773438,0.009967132,-0.006549303943756968,0.2
47,9651,460800,24.0,225,359.97369999999995,0.0003,0.9673326462507248,344.6019837856293,0.139306640625,0.9249120950698853,-14.706657293438912,2240,110.50413513183594,0.01572599,-0.006417780650372152,0.2
47,9693,462848,24.0,226,366.91400999999996,0.0003,0.9720156081020832,323.11653645038604,0.140771484375,0.9259240627288818,-14.703939202427865,2250,104.77059936523438,0.034598485,-0.004465440008789301,0.2
47,9736,464896,24.0,227,370.91593,0.0003,0.9707180988043547,331.81973495483396,0.142626953125,0.9259853363037109,-14.712173295021056,2260,235.81402587890625,0.036173895,-0.008411676678224466,0.2
47,9782,466944,24.0,228,372.3064300000001,0.0003,0.9696588311344385,341.89618303775785,0.11884765625,0.9259325265884399,-14.714239078760148,2270,128.5267333984375,0.011075543,-0.007995471613685367,0.2
47,9827,468992,24.0,229,377.27077999999995,0.0003,0.9688348900526762,351.46597864627836,0.118017578125,0.9247034192085266,-14.706998845934868,2280,197.9940643310547,0.018093437,-0.006107389826502186,0.2
47,9869,471040,24.0,230,381.19721,0.0003,0.9712996445596218,334.7134153842926,0.131298828125,0.9256618022918701,-14.703621950745582,2290,143.5192108154297,0.060856964,-0.006331317055446562,0.2
47,9914,473088,24.0,231,385.52015,0.0003,0.9691528081893921,349.3543332576752,0.129296875,0.9272728562355042,-14.718568506836892,2300,190.06024169921875,0.027425276,-0.006779421042301692,0.2
47,9957,475136,24.0,232,385.63244,0.0003,0.9720257464796305,341.26370842456816,0.22568359375,0.9285059571266174,-14.740203699469566,2310,103.69935607910156,0.063483454,-0.0015856172831263393,0.2
47,10003,477184,24.0,233,389.7698699999999,0.0003,0.9700346998870373,353.22396101951597,0.146240234375,0.9285363554954529,-14.741872981190681,2320,166.82774353027344,0.019921657,-0.007769817958615022,0.2
47,10045,479232,24.0,234,396.3564699999999,0.0003,0.97247064858675,332.8123975038528,0.17861328125,0.9295730590820312,-14.74733667075634,2330,138.12680053710938,0.06540105,-0.00943293240343337,0.2
47,10088,481280,24.0,235,397.43553999999995,0.0003,0.9708642493933439,364.06827487945554,0.135888671875,0.9297142028808594,-14.752019256353378,2340,104.63800811767578,0.015173685,-0.006150408979738131,0.2
47,10134,483328,24.0,236,398.33655,0.0003,0.9704841990023851,363.3264482498169,0.123291015625,0.9288756847381592,-14.749452316761017,2350,155.22816467285156,0.011452698,-0.011812327199004357,0.2
47,10177,485376,24.0,237,400.06607999999994,0.0003,0.9724543057382107,330.92220215797425,0.11787109375,0.9305133819580078,-14.751434642076493,2360,127.25489807128906,0.011605734,-0.00587456593348179,0.2
47,10224,487424,24.0,238,405.32812999999993,0.0003,0.9723562765866518,345.5469190120697,0.13623046875,0.9285152554512024,-14.752351254224777,2370,157.335205078125,0.009870952,-0.010922446289623623,0.2
47,10265,489472,24.0,239,407.63367,0.0003,0.9765169993042946,292.76773512363434,0.1216796875,0.9273803234100342,-14.73469311594963,2380,91.1638412475586,0.02273226,-0.006685355620720657,0.2
47,10306,491520,24.0,240,408.07729,0.0003,0.9803166668862104,257.1740847349167,0.1451171875,0.9270269274711609,-14.724739518761634,2390,151.05087280273438,0.014349413,-0.00788336240366334,0.2
47,10354,493568,24.0,241,411.85508000000004,0.0003,0.9802859500050545,253.04714472293853,0.1283203125,0.9254626631736755,-14.712607952952386,2400,101.49566650390625,0.012739811,-0.004940646680188366,0.2
47,10401,495616,24.0,242,417.39741000000004,0.0003,0.9823077749460936,244.06545202732087,0.145556640625,0.924914538860321,-14.702130010724067,2410,83.54901123046875,0.079702534,-0.010050755675183608,0.2
47,10443,497664,24.0,243,420.54583999999994,0.0003,0.9816289097070694,255.69859206676483,0.14609375,0.9241909384727478,-14.691863280534744,2420,127.85726165771484,0.014245718,-0.008181239871191792,0.2
47,10488,499712,24.0,244,423.72799,0.0003,0.9792755916714668,276.88743176460264,0.21572265625,0.9219133853912354,-14.674353042244912,2430,165.1155548095703,0.014633365,-0.014577650857972912,0.2
47,10534,501760,24.0,245,426.0597800000001,0.0003,0.9816296473145485,267.2640214920044,0.121240234375,0.9219022989273071,-14.663541835546493,2440,114.01750183105469,0.013260191,-0.0052098723681410775,0.2
47,10581,503808,24.0,246,430.37909,0.0003,0.9810842163860798,267.75932972431184,0.172705078125,0.9211978912353516,-14.65929414331913,2450,111.90397644042969,0.0534307,-0.004961926944088191,0.2
47,10624,505856,24.0,247,436.52984,0.0003,0.980210704728961,272.1396902322769,0.165576171875,0.9212517142295837,-14.651857352256775,2460,99.39022827148438,0.059564937,-0.00610974025039468,0.2
47,10667,507904,24.0,248,440.51604999999995,0.0003,0.9789866376668215,285.28083691596987,0.1392578125,0.9202340841293335,-14.646762189269065,2470,152.10986328125,0.052277047,-0.00862532619794365,0.2
47,10717,509952,24.0,249,442.18206000000004,0.0003,0.9809524025768042,289.8178636074066,0.209716796875,0.9201176166534424,-14.63977217078209,2480,204.6522674560547,0.04580868,-0.005597258710622555,0.2
47,10766,512000,24.0,250,445.0505100000001,0.0003,0.9799354951828718,292.9381249666214,0.13720703125,0.919209897518158,-14.632423582673074,2490,141.29379272460938,0.028114522,-0.0012123961641918868,0.2
47,10813,514048,24.0,251,449.61091999999996,0.0003,0.9790112636983395,312.7881529092789,0.160302734375,0.9198362231254578,-14.632015752792359,2500,236.33351135253906,0.013957921,-0.0076092575232905805,0.2
47,10859,516096,24.0,252,450.4269400000001,0.0003,0.9788618125021458,284.72798042297364,0.12373046875,0.9209957718849182,-14.640831983089447,2510,144.63656616210938,0.012783965,-0.007136492160498165,0.2
47,10902,518144,24.0,253,452.45387999999997,0.0003,0.9808900654315948,292.2393319129944,0.149951171875,0.9202221035957336,-14.639031833410263,2520,150.66114807128906,0.0128148515,-0.005021780393144581,0.2
47,10945,520192,24.0,254,459.8137399999999,0.0003,0.9826414566487074,247.2924843788147,0.186865234375,0.9212735891342163,-14.640584197640418,2530,74.31964111328125,0.14553767,-0.0012596355605637654,0.2
47,10988,522240,24.0,255,461.7840299999999,0.0003,0.9845545394346118,256.57576484680175,0.173583984375,0.9216209650039673,-14.647978034615516,2540,106.7962417602539,0.041745402,-0.004618520752410404,0.2
47,11036,524288,24.0,256,465.8554800000001,0.0003,0.9828395582735538,267.0399427175522,0.14482421875,0.9218651056289673,-14.648562228679657,2550,72.87681579589844,0.013823563,-0.007648018002510071,0.2
47,11080,526336,24.0,257,472.46473,0.0003,0.9854325344786048,249.20224995613097,0.111474609375,0.9204428195953369,-14.6420543551445,2560,103.66727447509766,0.013842931,-0.005790299567161128,0.2
47,11129,528384,24.0,258,472.9049600000001,0.0003,0.9855725392699242,258.04966435432436,0.101220703125,0.9205390810966492,-14.63382676243782,2570,136.23321533203125,0.017561749,-0.004373685397149529,0.2
47,11177,530432,24.0,259,472.56753999999995,0.0003,0.9848553845658898,242.65673751831054,0.10205078125,0.921242892742157,-14.63970972597599,2580,75.13005065917969,0.011690885,-0.008443142488249577,0.2
47,11224,532480,24.0,260,476.77803,0.0003,0.9853743985295296,236.95234708786012,0.12666015625,0.9202209711074829,-14.634433758258819,2590,114.32064056396484,0.022960927,-0.009046319758635946,0.2
47,11268,534528,24.0,261,479.39337,0.0003,0.98599864076823,226.03867440223695,0.163427734375,0.919739305973053,-14.627993571758271,2600,123.92516326904297,0.03212306,-0.000506803770258557,0.2
47,11314,536576,24.0,262,479.25134,0.0003,0.9868211876600981,226.42203817367553,0.13466796875,0.9199734330177307,-14.624482721090317,2610,72.96328735351562,0.01906181,-0.009881781655349187,0.2
47,11352,538624,24.0,263,482.34453,0.0003,0.9837010391056538,250.28475906848908,0.115283203125,0.9187077879905701,-14.618552231788636,2620,152.38121032714844,0.011311355,-0.006529541009513196,0.2
47,11398,540672,24.0,264,485.44519999999994,0.0003,0.9849199885502458,239.40249259471892,0.117822265625,0.9165462851524353,-14.599574062228204,2630,149.1795196533203,0.015734512,-0.009756207132159033,0.2
47,11448,542720,24.0,265,486.55455,0.0003,0.9866485996171832,228.2673153400421,0.11884765625,0.9158297181129456,-14.580915081501008,2640,96.20808410644531,0.010520101,-0.008125520337489433,0.2
47,11492,544768,24.0,266,489.96365000000003,0.0003,0.9871630845591426,227.1313123703003,0.132373046875,0.9154123663902283,-14.572282001376152,2650,101.62351989746094,0.014133097,-0.007148388631321723,0.2
47,11538,546816,24.0,267,494.82875,0.0003,0.9863371411338449,236.56911900043488,0.11064453125,0.9161881804466248,-14.574057966470718,2660,158.06187438964844,0.01426236,-0.004788322890817653,0.2
47,11581,548864,24.0,268,497.62146,0.0003,0.9863593066111207,230.6860812187195,0.147802734375,0.914154052734375,-14.565697011351585,2670,82.89656829833984,0.01327976,-0.007262200610421132,0.2
47,11627,550912,24.0,269,498.14791,0.0003,0.9859676510095596,247.16913301944732,0.132763671875,0.9143270254135132,-14.55811137855053,2680,112.51644134521484,0.012989689,-0.009133762054261751,0.2
47,11675,552960,24.0,270,500.85313999999994,0.0003,0.9863149337470531,235.94706816673278,0.116259765625,0.9143237471580505,-14.56077267229557,2690,127.1020278930664,0.012989439,-0.004797496032551862,0.2
47,11720,555008,24.0,271,506.16878999999994,0.0003,0.9856612179428339,244.59935269355773,0.128662109375,0.9114509224891663,-14.54227755367756,2700,107.95603942871094,0.021229083,-0.006144469608261716,0.2
47,11766,557056,24.0,272,507.88885000000005,0.0003,0.9856805661693215,256.7129467964172,0.113818359375,0.9103657007217407,-14.518724912405014,2710,136.7544403076172,0.021138411,-0.007616083206085022,0.2
47,11808,559104,24.0,273,508.97832999999997,0.0003,0.9866499779745936,232.75251893997194,0.118798828125,0.9111728668212891,-14.519496551156044,2720,130.75791931152344,0.0129160555,-0.005437123139563483,0.2
47,11853,561152,24.0,274,512.3253200000001,0.0003,0.9863555561751127,236.02112145423888,0.139892578125,0.9099220037460327,-14.515640217065812,2730,123.221435546875,0.013141154,-0.012490337870258373,0.2
47,11899,563200,24.0,275,516.00636,0.0003,0.9872990688309073,238.7669537782669,0.08779296875,0.9095556735992432,-14.506191724538803,2740,106.97950744628906,0.010125513,-0.006371078325901181,0.2
47,11944,565248,24.0,276,518.179,0.0003,0.9852792052552104,263.2584156036377,0.16943359375,0.9094100594520569,-14.503865391016006,2750,65.91962432861328,0.03892088,0.008033367397001712,0.2
47,11987,567296,24.0,277,521.52431,0.0003,0.9846767205744982,276.88828938007356,0.1091796875,0.9092158675193787,-14.500636488199234,2760,160.53382873535156,0.013067484,-0.004633017339801882,0.2
47,12033,569344,24.0,278,523.90724,0.0003,0.987234165892005,245.37894110679628,0.14296875,0.908428430557251,-14.49452726840973,2770,89.82869720458984,0.011058493,-0.010081569405156188,0.2
47,12076,571392,24.0,279,526.3910800000001,0.0003,0.9861514726653695,265.8441020965576,0.12431640625,0.9084756970405579,-14.489906600117683,2780,97.5291748046875,0.014064194,-0.0064913310881820506,0.2
47,12124,573440,24.0,280,528.04143,0.0003,0.9870325783267617,255.85415697097778,0.12880859375,0.9090635776519775,-14.49499307870865,2790,109.55709075927734,0.010791589,-0.0014530370171996765,0.2
47,12167,575488,24.0,281,527.64793,0.0003,0.9870111672207713,254.32788860797882,0.1234375,0.9086816906929016,-14.496142932772637,2800,130.85232543945312,0.02604986,-0.0021743068151408806,0.2
47,12216,577536,24.0,282,528.5057,0.0003,0.9861667230725288,260.80628180503845,0.1203125,0.9088651537895203,-14.494678026437759,2810,81.28947448730469,0.00814275,-0.004599145169049734,0.2
47,12260,579584,24.0,283,529.2585399999998,0.0003,0.9865893898531795,265.52461133003237,0.138720703125,0.9089134335517883,-14.495594695210457,2820,126.31076049804688,0.020879542,-0.005092060519382357,0.2
47,12302,581632,24.0,284,532.66456,0.0003,0.987497054040432,243.85369000434875,0.124755859375,0.9083972573280334,-14.492482304573059,2830,143.94642639160156,0.013096371,-0.0037457416459801608,0.2
47,12353,583680,24.0,285,534.05408,0.0003,0.9851995054632425,253.16608531475066,0.129833984375,0.9075363278388977,-14.48316294848919,2840,144.03016662597656,0.0200431,-0.008457280037691816,0.2
47,12399,585728,24.0,286,539.89241,0.0003,0.9866063129156828,256.38226861953734,0.110986328125,0.9068117141723633,-14.469763585925103,2850,150.13790893554688,0.01146579,-0.00726659916472272,0.2
47,12441,587776,24.0,287,538.83741,0.0003,0.9866566825658083,249.97706878185272,0.1119140625,0.9053516983985901,-14.458527913689613,2860,159.8944091796875,0.013870346,-0.005570718839589972,0.2
47,12485,589824,24.0,288,544.27827,0.0003,0.9869079133495688,250.44621813297272,0.107666015625,0.90511155128479,-14.450375553965568,2870,128.49383544921875,0.016912317,-0.0028284886473556982,0.2
47,12529,591872,24.0,289,543.9636,0.0003,0.9873947557061911,256.2296931028366,0.099853515625,0.904020369052887,-14.446289777755737,2880,147.3354034423828,0.013578646,-0.008761196819250472,0.2
47,12575,593920,24.0,290,547.93614,0.0003,0.9868517406284809,255.7463089466095,0.1361328125,0.9035415649414062,-14.435790637135506,2890,140.73439025878906,0.032374818,-0.00965682038658997,0.2
47,12620,595968,24.0,291,547.8064499999999,0.0003,0.9877281440421939,249.4405553817749,0.123876953125,0.902421772480011,-14.42752546966076,2900,85.18326568603516,0.03723517,-0.004483895871089771,0.2
47,12668,598016,24.0,292,549.74063,0.0003,0.986738495528698,268.3367982625961,0.14892578125,0.9024478793144226,-14.417149823904037,2910,136.1076202392578,0.02015594,-0.0021690287248929963,0.2
47,12710,600064,24.0,293,553.08271,0.0003,0.9860519841313362,271.40160789489744,0.103564453125,0.9016723036766052,-14.413612604141235,2920,145.2985076904297,0.024734112,-0.0038831463869428264,0.2
47,12755,602112,24.0,294,552.07213,0.0003,0.9869530769065022,268.0377074480057,0.103466796875,0.8999443054199219,-14.400526112318039,2930,104.32380676269531,0.014031276,-0.0071137084945803505,0.2
47,12802,604160,24.0,295,558.1595300000001,0.0003,0.9871973600238562,280.42800493240355,0.127294921875,0.8983856439590454,-14.378507205843926,2940,142.2001953125,0.0147841,-0.004164681906695477,0.2
47,12845,606208,24.0,296,561.70426,0.0003,0.9868862070143223,266.83850038051605,0.128076171875,0.8985334038734436,-14.369368308782578,2950,92.88926696777344,0.013489684,-0.009665734699228778,0.2
47,12894,608256,24.0,297,563.67556,0.0003,0.9860608670860529,278.3074872732162,0.089892578125,0.89800626039505,-14.364893713593483,2960,171.30311584472656,0.060607366,-0.006517821601300966,0.2
47,12938,610304,24.0,298,563.7723000000001,0.0003,0.9870163630694151,274.01571774482727,0.1306640625,0.8986417651176453,-14.369390490651131,2970,139.4421844482422,0.019164275,-0.006345951594994403,0.2
47,12979,612352,24.0,299,568.1138700000001,0.0003,0.9856523722410202,278.9329849720001,0.09970703125,0.8998868465423584,-14.381690546870232,2980,98.80670166015625,0.012177149,-0.006027023600472603,0.2
47,13023,614400,24.0,300,569.96872,0.0003,0.9853613656014204,298.20301113128664,0.0939453125,0.8987972736358643,-14.38396725654602,2990,119.00465393066406,0.011992436,-0.006546472931222525,0.2
47,13071,616448,24.0,301,570.5935900000001,0.0003,0.9839672408998013,316.9006820678711,0.13447265625,0.8978845477104187,-14.371457171440124,3000,106.68830108642578,0.012730256,-0.009066142429946921,0.2
47,13118,618496,24.0,302,573.5678499999999,0.0003,0.9864314822480083,284.75890548229216,0.132568359375,0.8983691930770874,-14.36906403005123,3010,144.88803100585938,0.085551724,0.005154793012479786,0.2
47,13163,620544,24.0,303,576.04845,0.0003,0.985218002460897,297.0237859725952,0.108349609375,0.8965238928794861,-14.360484379529954,3020,155.61268615722656,0.010603037,-0.008362075858167372,0.2
47,13207,622592,24.0,304,578.84062,0.0003,0.9867366515100002,293.5273661375046,0.11513671875,0.8957758545875549,-14.344182389974595,3030,86.4073715209961,0.03379533,-0.007903528060705867,0.2
47,13254,624640,24.0,305,581.24845,0.0003,0.9870079793035984,275.8020437717438,0.15,0.8946046233177185,-14.329300838708878,3040,108.5282211303711,0.15861462,-0.007399767197784968,0.2
47,13301,626688,24.0,306,581.1234000000001,0.0003,0.9860140820965171,306.1532247066498,0.118212890625,0.8933681845664978,-14.32095337510109,3050,213.12417602539062,0.017999252,-0.00672234196390491,0.2
47,13347,628736,24.0,307,582.01293,0.0003,0.9862796925008297,278.8709319114685,0.1138671875,0.8925008177757263,-14.304540595412254,3060,184.407470703125,0.017225794,-0.0023048933813697658,0.2
47,13392,630784,24.0,308,583.58689,0.0003,0.9867822965607047,292.66490988731385,0.09990234375,0.8909286856651306,-14.287309321761132,3070,201.74261474609375,0.017404644,-0.00390716846959549,0.2
47,13439,632832,24.0,309,588.28892,0.0003,0.9840170685201883,287.3957308769226,0.138232421875,0.891288161277771,-14.283697265386582,3080,151.335205078125,0.017793994,-0.009627011018164922,0.2
47,13483,634880,24.0,310,588.9421700000001,0.0003,0.987768393009901,271.65861921310426,0.092529296875,0.8910195827484131,-14.283533093333244,3090,201.27857971191406,0.045725778,-0.0029961998268845493,0.2
47,13528,636928,24.0,311,589.92776,0.0003,0.9869298450648785,274.7057488679886,0.13779296875,0.8911941647529602,-14.284247902035712,3100,209.84010314941406,0.025518347,-0.0026134039653697982,0.2
47,13574,638976,24.0,312,590.2822499999999,0.0003,0.9888069219887257,257.5543912887573,0.0974609375,0.8910695910453796,-14.286804589629174,3110,124.50859832763672,0.032505505,-0.0036080675374250857,0.2
47,13617,641024,24.0,313,590.8164300000001,0.0003,0.9886407647281885,255.5012214899063,0.134326171875,0.8902671337127686,-14.282214465737344,3120,93.60533905029297,0.04979984,-0.0024111722872476094,0.2
47,13662,643072,24.0,314,589.88541,0.0003,0.9874390242621303,264.36576867103577,0.14189453125,0.8906716704368591,-14.278084760904312,3130,103.67594146728516,0.042546485,-0.0021203856056672523,0.2
47,13704,645120,24.0,315,589.58578,0.0003,0.9887670697644353,251.37435805797577,0.129443359375,0.8898888230323792,-14.275374701619148,3140,158.4267120361328,0.03263961,0.0007155253231758251,0.2
47,13748,647168,24.0,316,592.8606500000001,0.0003,0.9896115669980645,229.88695120811462,0.117041015625,0.8897003531455994,-14.270312491059304,3150,125.9019775390625,0.022395972,-0.0004590448967064731,0.2
47,13794,649216,24.0,317,592.3991500000001,0.0003,0.9882675064727664,233.9792671442032,0.14267578125,0.8897659778594971,-14.26709671318531,3160,129.73500061035156,0.025766574,-0.005357308404927608,0.2
47,13838,651264,24.0,318,593.34821,0.0003,0.9899153467267752,224.56154367923736,0.10927734375,0.8911731839179993,-14.276692309975624,3170,125.27889251708984,0.013813872,-0.0024096934852423147,0.2
47,13888,653312,24.0,319,595.37344,0.0003,0.9900378892198205,237.0136617422104,0.1341796875,0.8905540704727173,-14.282039767503738,3180,105.69327545166016,0.024662381,-0.006308190956042381,0.2
47,13936,655360,24.0,320,597.02261,0.0003,0.9894642876461148,221.1391709327698,0.14736328125,0.8902078866958618,-14.274433940649033,3190,138.1490020751953,0.012535322,-0.0005108012221171521,0.2
47,13982,657408,24.0,321,596.66401,0.0003,0.9891479210928082,236.5362347126007,0.101904296875,0.8903474807739258,-14.273139333724975,3200,142.19171142578125,0.01760203,-0.006290968756366056,0.2
47,14026,659456,24.0,322,596.8080100000002,0.0003,0.990343390032649,224.00295927524567,0.095703125,0.8898540735244751,-14.270137053728103,3210,138.76512145996094,0.030036023,-0.004693882003630278,0.2
47,14069,661504,24.0,323,600.42779,0.0003,0.9885587086901069,218.99136629104615,0.168603515625,0.8894006609916687,-14.263171339035035,3220,88.52165985107422,0.06517148,0.010834487262036419,0.2
47,14110,663552,24.0,324,600.3299499999999,0.0003,0.9913345882669091,206.123033618927,0.11826171875,0.8895296454429626,-14.262819802761078,3230,192.11041259765625,0.028419282,-0.004189840894832741,0.2
47,14158,665600,24.0,325,600.91557,0.0003,0.9900623727589846,184.22847793102264,0.10078125,0.8887090086936951,-14.259317567944526,3240,63.69089889526367,0.013606368,0.0004234357795212418,0.2
47,14202,667648,24.0,326,602.17295,0.0003,0.9913951866328716,191.59231773614883,0.07265625,0.8882390856742859,-14.250580155849457,3250,91.3514175415039,0.027496584,-0.003703335735190194,0.2
47,14246,669696,24.0,327,602.48573,0.0003,0.9922016952186823,169.47392020225524,0.11728515625,0.8867470026016235,-14.238257363438606,3260,63.802425384521484,0.030173752,-0.0050750255097227635,0.2
46,14292,671744,24.0,328,603.28619,0.0003,0.9916221713647246,197.60324981212617,0.162841796875,0.8868212103843689,-14.229622215032578,3270,133.27737426757812,0.036150776,-0.007056973704311531,0.2
47,14334,673792,24.0,329,602.91414,0.0003,0.9923815536312759,175.34952893257142,0.12607421875,0.8861210346221924,-14.225688368082047,3280,116.29692077636719,0.11649177,-0.004628821238293312,0.2
47,14379,675840,24.0,330,603.06228,0.0003,0.9915853189304471,176.2072108745575,0.095654296875,0.8842695355415344,-14.20996664762497,3290,77.05345153808594,0.026745226,-0.0020047885234816933,0.2
47,14423,677888,24.0,331,603.61905,0.0003,0.9930200502276421,174.12769346237184,0.106298828125,0.8845147490501404,-14.197951665520668,3300,50.84782409667969,0.035282925,-0.002897548311739229,0.2
46,14466,679936,24.0,332,603.6798600000001,0.0003,0.99376135552302,156.7156941652298,0.12412109375,0.8847914338111877,-14.200512862205505,3310,66.9935073852539,0.023313157,0.001976663233654108,0.2
46,14510,681984,24.0,333,602.3977900000001,0.0003,0.992390766274184,155.30540986061095,0.10771484375,0.8849859833717346,-14.204128882288932,3320,86.82823181152344,0.012132698,-0.0027199461495911238,0.2
