time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/fps,train/is_line_search_success,train/kl_divergence_loss,train/learning_rate,train/policy_objective,train/explained_variance,train/n_updates,train/std,train/value_loss
757760,24.0,615.1242,370,14059,53,1.0,0.009410390630364418,0.001,0.07138051092624664,0.9984315464971587,369,0.9924968481063843,41.73350731134415
759808,24.0,614.6746500000002,371,14096,53,1.0,0.009459935128688812,0.001,0.063959501683712,0.9984737528720871,370,0.9899375438690186,45.9800728559494
761856,24.0,614.0541200000001,372,14134,53,1.0,0.00843761581927538,0.001,0.07331985235214233,0.9978523789905012,371,0.9886588454246521,46.035433971881865
763904,24.0,614.25725,373,14171,53,1.0,0.008153178729116917,0.001,0.05707412213087082,0.9983524100389332,372,0.9863652586936951,48.6456893324852
765952,24.0,614.28054,374,14209,53,1.0,0.007558238226920366,0.001,0.05879726633429527,0.9983399232150987,373,0.9847421050071716,40.07147351503372
768000,24.0,614.2194599999999,375,14246,53,1.0,0.009230413474142551,0.001,0.0689341351389885,0.9984188266098499,374,0.9805315136909485,49.04232407808304
770048,24.0,614.08928,376,14283,53,1.0,0.00595157640054822,0.001,0.04341558367013931,0.9982906372752041,375,0.9798101782798767,56.05486431121826
772096,24.0,614.2230400000001,377,14320,53,1.0,0.008362220600247383,0.001,0.06482352316379547,0.9981986646307632,376,0.9813209176063538,49.156546676158904
774144,24.0,614.10022,378,14357,53,1.0,0.008003615774214268,0.001,0.06605203449726105,0.9973632283508778,377,0.981032133102417,73.85983803272248
776192,24.0,614.53224,379,14394,53,1.0,0.008204580284655094,0.001,0.06448199599981308,0.9982185699045658,378,0.9811338186264038,47.593896615505216
778240,24.0,614.22901,380,14431,53,1.0,0.007918638177216053,0.001,0.060871683061122894,0.997244329424575,379,0.980455219745636,47.68580913543701
780288,24.0,614.0502099999999,381,14468,53,1.0,0.00875735655426979,0.001,0.056439075618982315,0.9984087753109634,380,0.98666912317276,43.836279678344724
782336,24.0,614.03047,382,14506,53,1.0,0.00908601377159357,0.001,0.0548059418797493,0.9977954430505633,381,0.9851813912391663,38.95661708116531
784384,24.0,614.19224,383,14543,53,1.0,0.008389336057007313,0.001,0.08307956904172897,0.9977044158149511,382,0.9842272400856018,43.630682218074796
786432,24.0,613.9170500000001,384,14581,53,1.0,0.008662634529173374,0.001,0.07400108128786087,0.9983896184712648,383,0.9831766486167908,51.72589106559754
788480,24.0,613.6138100000001,385,14619,53,1.0,0.006471552420407534,0.001,0.053429894149303436,0.997667173622176,384,0.9800743460655212,42.23507846593857
790528,24.0,613.8607,386,14658,53,1.0,0.006991867907345295,0.001,0.06041713058948517,0.9979482353664935,385,0.9777055382728577,57.710721170902254
792576,24.0,614.049,387,14695,53,1.0,0.008172264322638512,0.001,0.055220313370227814,0.9982477999292314,386,0.9737417697906494,52.554617977142335
794624,24.0,614.31869,388,14732,53,1.0,0.00956646166741848,0.001,0.07901366055011749,0.9984095541294664,387,0.9730369448661804,44.34986629486084
796672,24.0,614.3782999999999,389,14771,53,1.0,0.009040978737175465,0.001,0.10152725130319595,0.998138552880846,388,0.9712579250335693,45.027325010299684
798720,24.0,614.48132,390,14810,53,1.0,0.009605764411389828,0.001,0.20163238048553467,0.9982246308354661,389,0.9739940166473389,45.10264576673508
800768,24.0,614.23322,391,14848,53,1.0,0.008574008010327816,0.001,0.08312629908323288,0.9970337266568094,390,0.9749717116355896,48.88321681022644
802816,24.0,614.1691300000001,392,14886,53,1.0,0.008854568935930729,0.001,0.06602092832326889,0.9958298993296921,391,0.976035475730896,50.04077560901642
804864,24.0,613.5514499999999,393,14925,53,1.0,0.00913885235786438,0.001,0.10028831660747528,0.9983669553184882,392,0.9759427905082703,44.998737406730655
806912,24.0,614.0736499999999,394,14964,53,1.0,0.008487693965435028,0.001,0.052692051976919174,0.9975756283383816,393,0.975534200668335,51.71451449394226
808960,24.0,613.8723399999999,395,15003,53,1.0,0.009102611802518368,0.001,0.06142733246088028,0.99848201230634,394,0.9766048789024353,41.255679678916934
811008,24.0,614.3796900000001,396,15031,53,1.0,0.00752982497215271,0.001,0.06909224390983582,0.9985367369372398,395,0.9748044610023499,45.21181530952454
